**** Analysis Summary ****

Time of run: ,07/07/15 17:06
Concentration file: ,E:\pmf\JFcH.csv
Uncertainty file: ,E:\pmf\JFcHunc.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,     10.0,  2.45000, 25.79000, 34.16000, 61.17500,3318.47000, 100.00 %, 100.00 %
Br,11/20/07 05:07           ,    -3.00900
Br,11/26/07 03:53           ,    -5.51900
Br,11/26/07 04:17           ,    -4.94100
Br,12/02/07 04:30           ,     5.17100
Br,12/14/07 04:03           ,    29.80100
Br,12/14/07 04:26           ,    30.94100
Br,12/20/07 03:20           ,   -12.90100
Br,12/20/07 03:43           ,    -9.73600
Br,12/26/07 03:15           ,    -9.23500
Br,12/26/07 03:31           ,    -8.94900
Br,01/01/08 03:06           ,     3.29100
Br,01/01/08 03:23           ,    14.09200
Br,01/07/08 02:43           ,    15.11200
Br,01/07/08 03:04           ,    15.78200
Br,01/13/08 02:53           ,    35.78700
Br,01/13/08 03:21           ,    36.23600
Br,01/19/08 02:30           ,    17.46500
Br,01/19/08 02:55           ,    26.07100
Br,01/25/08 03:09           ,     3.63300
Br,02/06/08 03:34           ,    18.62400
Br,02/06/08 03:36           ,    21.80700
Br,02/12/08 04:29           ,   -10.11700
Br,02/12/08 04:53           ,    -5.16800
Br,02/18/08 02:04           ,    11.23500
Br,02/18/08 02:24           ,    25.94000
Br,02/24/08 01:28           ,    48.12600
Br,02/24/08 01:52           ,    29.01700
Br,03/01/08 02:13           ,    12.28000
Br,03/01/08 02:35           ,     4.95600
Br,03/07/08 01:31           ,    26.54100
Br,03/07/08 01:56           ,    31.03800
Br,03/13/08 02:37           ,    44.33400
Br,03/13/08 02:56           ,    37.71500
Br,03/19/08 02:22           ,     6.75800
Br,03/19/08 02:44           ,     8.52300
Br,03/25/08 02:03           ,    46.87100
Br,03/25/08 02:28           ,    51.11700
Br,03/31/08 01:51           ,   -12.70100
Br,03/31/08 02:14           ,    -3.59100
Br,04/18/08 01:28           ,   -16.33000
Br,04/18/08 01:50           ,   -13.66600
Br,04/24/08 02:09           ,   -10.52500
Br,04/24/08 02:36           ,    18.98200
Br,04/30/08 02:40           ,     8.17100
Br,05/06/08 02:07           ,   -10.79500
Br,05/06/08 02:29           ,    -9.68800
Br,05/12/08 02:19           ,    10.77400
Br,05/18/08 01:50           ,    -3.92300
Br,05/18/08 02:14           ,    11.49700
Br,05/24/08 02:16           ,     3.37300
Br,05/30/08 02:29           ,    -7.81500
Br,05/30/08 03:25           ,    -6.56900
Br,06/05/08 02:51           ,    -6.08200
Br,06/05/08 03:13           ,    -7.92100
Br,06/11/08 02:22           ,    -3.14200
Br,06/17/08 02:15           ,    -5.45500
Br,06/17/08 02:36           ,    -3.69100
Br,06/23/08 02:05           ,     6.10700
Br,06/23/08 02:27           ,    12.33900
Br,06/29/08 01:46           ,     4.41300
Br,06/29/08 02:07           ,     7.37400
Br,07/11/08 02:06           ,    22.39000
Br,07/11/08 02:27           ,    16.06500
Br,07/17/08 02:29           ,     6.82200
Br,07/17/08 02:54           ,     9.00400
Br,07/23/08 02:04           ,    -7.70100
Br,07/23/08 02:29           ,    -9.21100
Br,07/29/08 02:24           ,    30.67400
Br,07/29/08 02:43           ,    45.91800
Br,08/04/08 01:57           ,    22.93300
Br,08/04/08 02:22           ,    11.70100
Br,08/10/08 01:55           ,    -5.45400
Rb,01/07/07 03:09           ,     3.05200
Rb,03/14/07 00:44           ,    -4.20700
Rb,11/14/07 04:30           ,    -3.88800
Rb,12/08/07 03:43           ,    -3.73300
Rb,12/08/07 04:07           ,    -3.28000
Rb,12/14/07 04:26           ,    -3.08800
Rb,12/26/07 03:31           ,    -9.52000
Rb,01/07/08 03:04           ,   -13.33100
Rb,01/13/08 02:53           ,    -4.89200
Rb,01/13/08 03:21           ,    -4.18100
Rb,01/19/08 02:30           ,   -13.65500
Rb,01/19/08 02:55           ,   -12.98300
Rb,01/25/08 03:09           ,   -12.16400
Rb,01/31/08 03:14           ,     4.45600
Rb,01/31/08 03:32           ,     3.18100
Rb,02/06/08 03:34           ,     3.97900
Rb,05/06/08 02:29           ,     3.35700
Rb,06/05/08 03:13           ,     3.00100
Sr,12/16/06 02:39           ,    -4.38700
Sr,12/18/06 02:36           ,    -3.81100
Sr,12/22/06 02:57           ,    -3.71500
Sr,12/26/06 03:20           ,     4.10000
Sr,01/01/07 03:20           ,     4.26200
Sr,01/01/07 03:27           ,     6.53200
Sr,01/03/07 03:07           ,     5.86200
Sr,01/03/07 03:25           ,     8.17200
Sr,01/05/07 02:54           ,    11.15400
Sr,01/05/07 02:58           ,    10.95300
Sr,01/11/07 02:28           ,    -3.67500
Sr,01/13/07 02:51           ,     6.74000
Sr,01/13/07 03:27           ,     5.06500
Sr,01/15/07 02:43           ,     3.31600
Sr,01/15/07 03:19           ,     3.96600
Sr,02/28/07 00:39           ,     3.43700
Sr,06/20/07 01:10           ,     3.10900
Sr,12/26/07 03:31           ,    -3.08900
Sr,01/01/08 03:06           ,     3.85500
Sr,01/07/08 02:43           ,     3.35700
Sr,01/07/08 03:04           ,     4.65500
Sr,02/24/08 01:52           ,     8.57900
Sr,03/01/08 02:35           ,    -3.40800
Sr,05/24/08 02:16           ,     3.03800
Zr,12/14/06 02:50           ,     3.45300
Zr,12/30/06 03:04           ,     3.53100
Zr,01/03/07 03:25           ,     3.49900
Zr,01/05/07 02:54           ,     4.94500
Zr,01/05/07 02:58           ,     5.67600
Zr,10/21/07 02:46           ,     4.49000
Pb,11/24/06 02:30           ,    -3.34700
Pb,12/06/06 02:55           ,    -3.03800
Pb,12/06/06 03:32           ,    -3.06000
Pb,12/08/06 02:45           ,    -3.88300
Pb,12/10/06 03:20           ,    -3.11800
Pb,12/14/06 03:19           ,    -3.22500
Pb,12/26/06 02:52           ,    -6.23000
Pb,12/28/06 02:53           ,    -3.64400
Pb,12/28/06 03:22           ,    -3.38500
Pb,01/01/07 03:20           ,    11.67700
Pb,01/01/07 03:27           ,    12.51500
Pb,01/21/07 02:59           ,     4.87700
Pb,01/21/07 03:30           ,     5.70100
Pb,01/25/07 03:02           ,    -3.13900
Pb,01/25/07 05:42           ,    -3.51600
Pb,01/27/07 02:55           ,    -3.08300
Pb,02/04/07 03:16           ,    -3.02100
Pb,02/08/07 02:47           ,    -6.19900
Pb,02/08/07 03:14           ,    -3.46100
Pb,02/10/07 02:43           ,    -3.47800
Pb,02/14/07 03:01           ,    -3.21400
Pb,02/16/07 02:20           ,    -3.02200
Pb,02/26/07 00:17           ,    15.48000
Pb,02/28/07 00:09           ,    -3.01900
Pb,03/10/07 00:11           ,    -3.74500
Pb,03/28/07 00:47           ,     3.90800
Pb,04/01/07 00:30           ,     3.96900
Pb,04/09/07 00:30           ,     3.62100
Pb,04/09/07 00:46           ,     6.14700
Pb,04/13/07 00:28           ,     3.35500
Pb,04/15/07 00:33           ,     7.92300
Pb,04/15/07 01:15           ,     8.43700
Pb,04/17/07 00:38           ,     5.75700
Pb,04/19/07 00:42           ,     4.00300
Pb,04/21/07 00:40           ,     3.82200
Pb,04/25/07 01:11           ,     3.96400
Pb,04/27/07 00:45           ,     3.52400
Pb,05/11/07 01:03           ,     3.79300
Pb,05/21/07 00:47           ,     4.76400
Pb,05/21/07 01:12           ,     3.21200
Pb,05/29/07 01:05           ,     7.07300
Pb,06/08/07 00:33           ,     4.39700
Pb,06/08/07 01:20           ,     5.37400
Pb,06/28/07 00:38           ,     3.13800
Pb,06/30/07 02:14           ,    -3.97700
Pb,07/02/07 01:02           ,    -3.01200
Pb,07/18/07 00:40           ,    -3.86000
Pb,07/18/07 01:08           ,    -4.84600
Pb,07/28/07 00:41           ,    -3.35800
Pb,07/30/07 00:40           ,    -4.81400
Pb,08/03/07 00:44           ,    -3.05800
Pb,08/09/07 01:11           ,     6.32600
Pb,08/09/07 01:41           ,     3.96000
Pb,08/11/07 01:27           ,    -3.19700
Pb,08/19/07 01:34           ,    -4.16500
Pb,08/21/07 01:36           ,     6.58300
Pb,08/25/07 01:15           ,     4.04700
Pb,08/29/07 01:17           ,     5.02200
Pb,08/29/07 02:02           ,     8.16000
Pb,08/31/07 02:13           ,     4.19100
Pb,09/04/07 01:51           ,     8.84200
Pb,09/04/07 02:01           ,     8.11100
Pb,09/27/07 01:27           ,     3.59400
Pb,10/09/07 02:02           ,     4.10900
Pb,12/26/07 03:15           ,     3.41000
Pb,01/01/08 03:06           ,     6.79200
Pb,01/01/08 03:23           ,     4.06600
Pb,01/19/08 02:55           ,     3.72100
Pb,01/25/08 03:09           ,     5.60100
Pb,01/31/08 03:14           ,     4.91300
Pb,01/31/08 03:32           ,     5.25900
Pb,03/07/08 01:31           ,     5.80900
Pb,03/07/08 01:56           ,     3.40200
Pb,03/13/08 02:37           ,     4.79600
Pb,03/13/08 02:56           ,     4.11600
Pb,03/25/08 02:03           ,     4.41100
Pb,03/25/08 02:28           ,     3.55100
Pb,04/06/08 02:31           ,     5.20300
Pb,04/18/08 01:28           ,     5.61600
Pb,04/18/08 01:50           ,     5.61800
Pb,05/06/08 02:07           ,     6.81000
Pb,05/06/08 02:29           ,     5.16600
Pb,05/12/08 01:58           ,     4.56000
Pb,05/12/08 02:19           ,     7.77200
Pb,05/18/08 02:14           ,     8.32900
Pb,05/24/08 01:55           ,     5.31500
Pb,07/11/08 02:06           ,     3.23500
Pb,08/16/08 02:27           ,    -4.11000
BC,11/12/06 03:20           ,     6.08900
BC,11/12/06 06:43           ,     3.52100
BC,11/14/06 02:25           ,     3.68800
BC,11/14/06 03:18           ,     6.02900
BC,11/16/06 03:20           ,     3.43700
BC,11/16/06 04:08           ,     3.49700
BC,11/18/06 03:18           ,    12.26000
BC,11/22/06 02:36           ,    -3.28900
BC,11/24/06 02:30           ,    10.98000
BC,11/26/06 03:04           ,     3.01900
BC,11/28/06 02:26           ,     5.35900
BC,11/28/06 03:01           ,     4.65500
BC,11/30/06 02:31           ,    -4.89800
BC,12/02/06 05:11           ,    -3.99800
BC,12/04/06 02:53           ,    -5.15800
BC,12/08/06 02:45           ,    -9.16500
BC,12/08/06 03:28           ,    -8.85900
BC,12/10/06 02:48           ,    -3.12600
BC,12/12/06 02:49           ,    -9.79400
BC,12/12/06 03:18           ,   -16.22400
BC,12/14/06 02:50           ,    -3.07600
BC,12/14/06 03:19           ,    -3.49300
BC,12/20/06 02:55           ,    -4.69800
BC,12/20/06 03:26           ,    -7.11000
BC,12/24/06 04:00           ,    -6.32600
BC,12/26/06 02:52           ,   -21.13800
BC,12/26/06 03:20           ,   -18.51200
BC,12/28/06 02:53           ,   -11.11400
BC,12/28/06 03:22           ,   -13.05700
BC,12/30/06 03:04           ,   -11.10000
BC,01/01/07 03:20           ,   -37.80100
BC,01/01/07 03:27           ,   -45.64800
BC,01/07/07 02:53           ,   -16.23000
BC,01/07/07 03:09           ,   -12.92000
BC,01/09/07 02:25           ,    -3.07500
BC,01/11/07 02:28           ,   -16.90500
BC,01/11/07 02:55           ,   -21.73700
BC,01/21/07 02:59           ,   -12.25300
BC,01/21/07 03:30           ,   -13.11900
BC,01/25/07 03:02           ,    -9.39800
BC,01/25/07 05:42           ,    -6.38400
BC,01/29/07 03:00           ,     5.70800
BC,01/31/07 03:30           ,    -3.50900
BC,02/02/07 02:41           ,     4.26000
BC,02/06/07 03:20           ,    -3.41200
BC,02/08/07 03:14           ,    -4.47400
BC,02/12/07 02:42           ,     5.07500
BC,02/16/07 02:20           ,     3.96600
BC,02/18/07 02:08           ,    11.23100
BC,02/18/07 02:34           ,    10.49800
BC,02/20/07 02:12           ,    -4.63800
BC,02/20/07 02:37           ,    -3.91300
BC,02/26/07 00:17           ,     3.74700
BC,02/28/07 00:09           ,     7.86500
BC,03/02/07 00:06           ,     7.08300
BC,03/02/07 00:30           ,     5.13200
BC,03/04/07 00:26           ,     6.30500
BC,03/08/07 00:13           ,     4.62100
BC,03/10/07 00:11           ,     4.17600
BC,03/10/07 00:43           ,     5.91400
BC,03/12/07 00:44           ,    -3.50400
BC,03/16/07 00:10           ,     8.93900
BC,03/16/07 00:42           ,     8.85400
BC,03/18/07 00:15           ,     6.45800
BC,03/18/07 00:52           ,     3.23000
BC,03/20/07 00:26           ,     6.67400
BC,03/22/07 00:21           ,     3.57800
BC,03/22/07 00:46           ,     3.95700
BC,03/24/07 00:07           ,     8.16800
BC,03/24/07 00:30           ,     8.85300
BC,03/26/07 00:47           ,     8.79500
BC,03/26/07 01:08           ,    12.77800
BC,03/28/07 00:47           ,    11.69000
BC,03/28/07 01:29           ,    10.47800
BC,03/30/07 00:36           ,    14.20200
BC,03/30/07 00:38           ,     8.48400
BC,04/01/07 00:27           ,    11.56500
BC,04/01/07 00:30           ,     8.32400
BC,04/03/07 00:30           ,    14.51900
BC,04/03/07 00:34           ,    11.67100
BC,04/05/07 00:24           ,    20.00200
BC,04/05/07 00:29           ,    20.03000
BC,04/07/07 00:12           ,     8.33600
BC,04/07/07 00:28           ,    12.34900
BC,04/09/07 00:30           ,     9.36200
BC,04/09/07 00:46           ,   -26.77500
BC,04/11/07 00:36           ,    14.70000
BC,04/11/07 00:50           ,    10.67600
BC,04/13/07 00:28           ,     6.14400
BC,04/13/07 00:45           ,     9.31000
BC,04/15/07 00:33           ,     8.12800
BC,04/15/07 01:15           ,     4.59400
BC,04/17/07 00:38           ,     6.69000
BC,04/17/07 01:10           ,     7.81600
BC,04/19/07 00:42           ,    12.02100
BC,04/19/07 01:21           ,     8.56700
BC,04/21/07 00:40           ,    12.95700
BC,04/21/07 01:15           ,     8.16000
BC,04/23/07 00:42           ,    15.87000
BC,04/23/07 01:00           ,    13.44800
BC,04/25/07 00:54           ,     7.26500
BC,04/25/07 01:11           ,    13.96300
BC,04/27/07 00:45           ,    18.80200
BC,04/27/07 01:17           ,    20.80000
BC,04/29/07 00:52           ,    16.54000
BC,04/29/07 01:20           ,    18.80100
BC,05/01/07 00:57           ,    10.64100
BC,05/01/07 01:31           ,    11.44800
BC,05/03/07 01:03           ,    14.64600
BC,05/03/07 01:39           ,    16.03400
BC,05/05/07 00:59           ,    14.37000
BC,05/05/07 01:33           ,    13.61000
BC,05/07/07 00:57           ,    14.36600
BC,05/07/07 01:31           ,    16.93400
BC,05/09/07 00:57           ,    21.04900
BC,05/09/07 01:25           ,     9.90100
BC,05/11/07 01:03           ,    12.18900
BC,05/11/07 01:32           ,    13.20300
BC,05/13/07 01:04           ,    14.79100
BC,05/13/07 01:55           ,    17.03300
BC,05/15/07 01:10           ,    17.63100
BC,05/15/07 01:51           ,    22.81600
BC,05/17/07 01:01           ,     6.68400
BC,05/17/07 01:54           ,     4.68300
BC,05/19/07 01:01           ,    25.42400
BC,05/19/07 01:20           ,    14.66200
BC,05/21/07 00:47           ,    11.75300
BC,05/21/07 01:12           ,     6.08000
BC,05/23/07 01:28           ,    16.49000
BC,05/23/07 01:57           ,    18.67000
BC,05/25/07 01:33           ,    16.23000
BC,05/25/07 02:08           ,    10.68200
BC,05/27/07 01:23           ,    10.63200
BC,05/27/07 01:29           ,    16.85100
BC,05/29/07 01:05           ,    25.49700
BC,05/29/07 02:04           ,     8.42500
BC,05/31/07 01:09           ,    14.00900
BC,05/31/07 02:01           ,    23.03100
BC,06/02/07 00:39           ,    10.46300
BC,06/02/07 01:20           ,    12.04000
BC,06/04/07 00:54           ,    19.27500
BC,06/04/07 01:06           ,     4.73500
BC,06/06/07 00:44           ,     5.49700
BC,06/06/07 01:35           ,    12.15800
BC,06/08/07 00:33           ,     8.64400
BC,06/08/07 01:20           ,    21.21400
BC,06/10/07 00:25           ,     3.34000
BC,06/10/07 01:07           ,     3.71000
BC,06/12/07 00:47           ,    20.41300
BC,06/12/07 01:33           ,    18.20700
BC,06/14/07 01:15           ,    17.41300
BC,06/14/07 01:54           ,    14.48300
BC,06/16/07 01:14           ,     6.51300
BC,06/16/07 01:45           ,    11.99800
BC,06/18/07 01:52           ,    -7.85900
BC,06/20/07 01:10           ,     8.36200
BC,06/22/07 01:10           ,     6.29000
BC,06/22/07 01:50           ,    -3.47200
BC,06/24/07 02:16           ,   -11.14200
BC,06/26/07 01:30           ,    -5.68600
BC,06/26/07 02:06           ,    -6.78400
BC,06/28/07 00:38           ,   -11.38300
BC,06/28/07 02:38           ,    -9.71300
BC,06/30/07 00:20           ,     5.29900
BC,07/02/07 01:01           ,   -11.18700
BC,07/02/07 01:02           ,   -16.11900
BC,07/04/07 00:43           ,   -12.18900
BC,07/04/07 01:09           ,   -18.22600
BC,07/06/07 00:39           ,    13.26900
BC,07/06/07 01:10           ,     5.16700
BC,07/08/07 00:44           ,    12.26100
BC,07/14/07 00:40           ,   -18.46700
BC,07/16/07 00:42           ,   -15.25000
BC,07/16/07 01:19           ,   -21.15400
BC,07/18/07 01:08           ,    -8.77500
BC,07/20/07 02:14           ,    -8.80700
BC,07/20/07 02:38           ,    -8.77900
BC,07/24/07 00:41           ,    -8.18100
BC,07/24/07 01:19           ,   -11.00400
BC,07/26/07 00:44           ,   -14.48500
BC,07/28/07 00:41           ,    -7.64700
BC,07/30/07 00:40           ,    -4.10300
BC,07/30/07 01:08           ,    -9.90400
BC,08/01/07 00:45           ,     5.70600
BC,08/01/07 01:12           ,    -5.39100
BC,08/03/07 00:44           ,   -13.76700
BC,08/03/07 01:19           ,    -4.87000
BC,08/05/07 00:45           ,    -8.74000
BC,08/05/07 01:18           ,   -11.14000
BC,08/07/07 01:02           ,    -9.34500
BC,08/07/07 01:31           ,   -13.18300
BC,08/09/07 01:11           ,   -12.57400
BC,08/09/07 01:41           ,    -7.35400
BC,08/11/07 01:27           ,    -6.19400
BC,08/13/07 01:19           ,    -5.97000
BC,08/15/07 00:58           ,    -8.05400
BC,08/15/07 01:30           ,   -21.42600
BC,08/17/07 01:09           ,   -16.87600
BC,08/17/07 01:38           ,   -14.75700
BC,08/19/07 01:28           ,   -10.87400
BC,08/19/07 01:34           ,   -15.74600
BC,08/21/07 01:27           ,    -8.06000
BC,08/21/07 01:36           ,    -7.72400
BC,08/23/07 01:46           ,    -3.98700
BC,08/25/07 00:42           ,   -13.82400
BC,08/25/07 01:15           ,    -5.69800
BC,08/27/07 00:47           ,    -8.09200
BC,08/27/07 01:22           ,    -4.90000
BC,08/31/07 01:16           ,   -14.20100
BC,08/31/07 02:13           ,    -8.13200
BC,09/09/07 02:11           ,    -6.70400
BC,09/15/07 01:14           ,     8.22900
BC,09/15/07 01:22           ,     3.07700
BC,09/21/07 01:28           ,     3.61000
BC,09/21/07 01:54           ,     5.88200
BC,09/27/07 01:27           ,    10.57300
BC,09/27/07 01:51           ,     6.53300
BC,10/09/07 02:02           ,     8.13300
BC,10/09/07 02:25           ,     7.26500
BC,10/15/07 04:50           ,    14.51400
BC,10/15/07 04:53           ,    10.00700
BC,10/21/07 02:46           ,    10.23100
BC,10/21/07 03:11           ,     7.08800
BC,10/27/07 03:21           ,    11.09400
BC,10/27/07 03:49           ,     4.33000
BC,11/02/07 04:07           ,     7.08600
BC,11/02/07 04:36           ,    10.04900
BC,11/08/07 03:53           ,     3.97500
BC,11/20/07 04:37           ,     3.56600
BC,11/20/07 05:07           ,     3.83300
BC,11/26/07 03:53           ,    10.94300
BC,12/02/07 04:30           ,    -4.64400
BC,12/08/07 04:07           ,     3.52700
BC,12/14/07 04:26           ,    -5.31700
BC,12/20/07 03:20           ,    -3.25200
BC,12/26/07 03:15           ,    -4.74600
BC,01/01/08 03:06           ,    -7.03400
BC,01/01/08 03:23           ,    -6.93500
BC,02/06/08 03:34           ,    -5.43400
BC,02/06/08 03:36           ,    -3.43600
BC,03/01/08 02:13           ,     4.46300
BC,03/07/08 01:31           ,     5.21700
BC,03/07/08 01:56           ,     6.24900
BC,03/13/08 02:37           ,     9.83000
BC,03/13/08 02:56           ,    11.63100
BC,03/19/08 02:22           ,    17.05900
BC,03/19/08 02:44           ,    13.80600
BC,03/25/08 02:03           ,     6.61200
BC,03/25/08 02:28           ,    11.11600
BC,03/31/08 01:51           ,     6.59200
BC,03/31/08 02:14           ,     8.63500
BC,04/06/08 02:04           ,    17.41400
BC,04/06/08 02:31           ,    13.45300
BC,04/12/08 01:12           ,    14.51100
BC,04/12/08 01:33           ,     7.52400
BC,04/18/08 01:28           ,     8.23800
BC,04/18/08 01:50           ,     4.82500
BC,04/24/08 02:09           ,    11.28700
BC,04/30/08 02:15           ,    14.42000
BC,04/30/08 02:40           ,    12.10100
BC,05/06/08 02:07           ,    11.50100
BC,05/06/08 02:29           ,     8.28100
BC,05/12/08 01:58           ,     8.36000
BC,05/12/08 02:19           ,    12.40500
BC,05/18/08 01:50           ,    11.07500
BC,05/18/08 02:14           ,    11.42300
BC,05/24/08 01:55           ,     5.26100
BC,05/24/08 02:16           ,     3.74500
BC,05/30/08 02:29           ,    12.01300
BC,05/30/08 03:25           ,     7.20600
BC,06/05/08 02:51           ,    13.23200
BC,06/05/08 03:13           ,     8.36700
BC,06/11/08 02:22           ,    10.56100
BC,06/11/08 02:45           ,     6.81600
BC,06/23/08 02:05           ,    -9.15700
BC,06/23/08 02:27           ,   -17.07800
BC,06/29/08 01:46           ,    -6.11200
BC,06/29/08 02:07           ,   -11.19300
BC,07/05/08 01:48           ,    -4.91500
BC,07/05/08 02:15           ,    -5.87500
BC,07/11/08 02:06           ,     4.49400
BC,07/11/08 02:27           ,     6.41700
BC,07/17/08 02:54           ,    -5.66500
BC,07/23/08 02:04           ,     7.97100
BC,07/23/08 02:29           ,     3.95200
BC,07/29/08 02:24           ,    -8.52300
BC,07/29/08 02:43           ,    -7.44300
BC,08/04/08 01:57           ,    -7.92300
BC,08/04/08 02:22           ,    -4.55600
BC,08/10/08 01:23           ,    -9.43800
BC,08/10/08 01:55           ,   -18.33500
BC,08/16/08 02:27           ,   -23.60100

Scaled residuals beyond 3 standard deviations (species by date):
Dates,Species,   Residuals
11/12/06 03:20,Na                       ,    -3.32600
11/12/06 03:20,Mg                       ,     3.12400
11/12/06 03:20,Al                       ,     3.08800
11/12/06 03:20,Si                       ,    10.20800
11/12/06 03:20,S                        ,     3.31600
11/12/06 03:20,K                        ,   -27.51600
11/12/06 03:20,Ti                       ,    -3.79300
11/12/06 03:20,Mn                       ,     3.64000
11/12/06 03:20,Fe                       ,    -3.46300
11/12/06 03:20,Zn                       ,    -7.48300
11/12/06 03:20,Br                       ,   -13.74800
11/12/06 03:20,BC                       ,     6.08900
11/12/06 06:43,Mg                       ,     4.37500
11/12/06 06:43,Al                       ,     3.57500
11/12/06 06:43,Si                       ,    11.29400
11/12/06 06:43,S                        ,     7.07700
11/12/06 06:43,K                        ,   -11.11800
11/12/06 06:43,Fe                       ,    -3.07000
11/12/06 06:43,Cu                       ,    -3.31000
11/12/06 06:43,Zn                       ,    -9.76600
11/12/06 06:43,Br                       ,   -13.09200
11/12/06 06:43,BC                       ,     3.52100
11/14/06 02:25,Mg                       ,     3.64200
11/14/06 02:25,Si                       ,     9.74200
11/14/06 02:25,K                        ,   -20.47000
11/14/06 02:25,Ca                       ,    11.04400
11/14/06 02:25,Ti                       ,    -4.68000
11/14/06 02:25,Zn                       ,    -6.51900
11/14/06 02:25,Br                       ,   -10.28400
11/14/06 02:25,BC                       ,     3.68800
11/14/06 03:18,Mg                       ,     4.98500
11/14/06 03:18,Si                       ,    11.56700
11/14/06 03:18,S                        ,     3.27900
11/14/06 03:18,K                        ,   -20.18400
11/14/06 03:18,Ca                       ,    10.80700
11/14/06 03:18,Ti                       ,    -3.70500
11/14/06 03:18,Fe                       ,    -3.39200
11/14/06 03:18,Zn                       ,    -8.17400
11/14/06 03:18,Br                       ,    -8.59300
11/14/06 03:18,BC                       ,     6.02900
11/16/06 03:20,Na                       ,    -3.25100
11/16/06 03:20,Si                       ,     7.70400
11/16/06 03:20,P                        ,     4.26500
11/16/06 03:20,S                        ,     6.88100
11/16/06 03:20,K                        ,   -18.99800
11/16/06 03:20,Ca                       ,     7.42900
11/16/06 03:20,Ti                       ,    -5.13400
11/16/06 03:20,Mn                       ,     4.79400
11/16/06 03:20,Fe                       ,    -3.49100
11/16/06 03:20,Zn                       ,    -5.96900
11/16/06 03:20,Br                       ,   -16.91800
11/16/06 03:20,BC                       ,     3.43700
11/16/06 04:08,Na                       ,    -3.68300
11/16/06 04:08,Mg                       ,     3.61900
11/16/06 04:08,Si                       ,     9.56100
11/16/06 04:08,S                        ,     3.97600
11/16/06 04:08,K                        ,    -7.61600
11/16/06 04:08,Ca                       ,     5.29100
11/16/06 04:08,Ti                       ,    -4.77700
11/16/06 04:08,Fe                       ,    -3.26800
11/16/06 04:08,Zn                       ,    -6.27100
11/16/06 04:08,Br                       ,   -14.64300
11/16/06 04:08,BC                       ,     3.49700
11/18/06 03:18,Si                       ,     6.28300
11/18/06 03:18,S                        ,     7.62000
11/18/06 03:18,K                        ,   -18.50200
11/18/06 03:18,Ti                       ,    -3.10500
11/18/06 03:18,V                        ,    -3.76400
11/18/06 03:18,Mn                       ,    10.20200
11/18/06 03:18,Br                       ,    -9.85600
11/18/06 03:18,BC                       ,    12.26000
11/18/06 04:01,Mg                       ,     3.01900
11/18/06 04:01,Si                       ,     9.31700
11/18/06 04:01,S                        ,     5.87500
11/18/06 04:01,K                        ,    -8.69900
11/18/06 04:01,Br                       ,   -14.32400
11/20/06 02:28,Si                       ,     7.89600
11/20/06 02:28,S                        ,     6.75100
11/20/06 02:28,K                        ,    -8.39600
11/20/06 02:28,Mn                       ,     4.85000
11/20/06 02:28,Br                       ,    -8.97500
11/20/06 03:11,Mg                       ,     3.03900
11/20/06 03:11,Si                       ,     8.67300
11/20/06 03:11,S                        ,    11.44700
11/20/06 03:11,K                        ,    -4.69700
11/20/06 03:11,Cu                       ,    -3.19500
11/20/06 03:11,Zn                       ,    -6.25500
11/22/06 02:36,Na                       ,    -3.22500
11/22/06 02:36,Si                       ,     7.09400
11/22/06 02:36,Ti                       ,    -3.62400
11/22/06 02:36,Mn                       ,     3.28600
11/22/06 02:36,Fe                       ,    -3.56400
11/22/06 02:36,Ni                       ,    -3.16900
11/22/06 02:36,Zn                       ,     4.05300
11/22/06 02:36,Br                       ,     5.70700
11/22/06 02:36,BC                       ,    -3.28900
11/22/06 03:22,Na                       ,    -3.58200
11/22/06 03:22,Si                       ,     9.90400
11/22/06 03:22,Zn                       ,     4.42900
11/22/06 03:22,Br                       ,    11.88700
11/24/06 02:30,Si                       ,     5.26400
11/24/06 02:30,Ca                       ,     3.50000
11/24/06 02:30,Ti                       ,    -4.79800
11/24/06 02:30,Mn                       ,    10.37300
11/24/06 02:30,Zn                       ,    -3.36100
11/24/06 02:30,Br                       ,   -13.10000
11/24/06 02:30,Pb                       ,    -3.34700
11/24/06 02:30,BC                       ,    10.98000
11/26/06 02:31,Si                       ,     6.25500
11/26/06 02:31,Mn                       ,     5.84900
11/26/06 02:31,Zn                       ,    -3.92100
11/26/06 02:31,Br                       ,    20.25400
11/26/06 03:04,Si                       ,     8.73200
11/26/06 03:04,Br                       ,    11.13600
11/26/06 03:04,BC                       ,     3.01900
11/28/06 02:26,Si                       ,     3.48800
11/28/06 02:26,K                        ,    -3.95400
11/28/06 02:26,Mn                       ,     9.62600
11/28/06 02:26,Br                       ,     3.80600
11/28/06 02:26,BC                       ,     5.35900
11/28/06 03:01,Al                       ,     3.86500
11/28/06 03:01,Si                       ,     8.52600
11/28/06 03:01,Ca                       ,   -11.98000
11/28/06 03:01,Mn                       ,     5.34500
11/28/06 03:01,Zn                       ,    -4.58500
11/28/06 03:01,Br                       ,    28.10600
11/28/06 03:01,BC                       ,     4.65500
11/30/06 02:31,P                        ,     5.68500
11/30/06 02:31,S                        ,     4.94400
