**** Analysis Summary ****

Time of run: ,07/07/15 17:06
Concentration file: ,E:\pmf\JFcH.csv
Uncertainty file: ,E:\pmf\JFcHunc.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,     10.0,  2.45000, 25.79000, 34.16000, 61.17500,3318.47000, 100.00 %, 100.00 %
Cl,07/26/07 00:44           ,     3.25700
Cl,02/24/08 01:52           ,     3.16400
K,11/12/06 03:20           ,   -27.51600
K,11/12/06 06:43           ,   -11.11800
K,11/14/06 02:25           ,   -20.47000
K,11/14/06 03:18           ,   -20.18400
K,11/16/06 03:20           ,   -18.99800
K,11/16/06 04:08           ,    -7.61600
K,11/18/06 03:18           ,   -18.50200
K,11/18/06 04:01           ,    -8.69900
K,11/20/06 02:28           ,    -8.39600
K,11/20/06 03:11           ,    -4.69700
K,11/28/06 02:26           ,    -3.95400
K,12/04/06 02:53           ,    -3.29100
K,12/04/06 05:21           ,    -3.49700
K,12/06/06 02:55           ,    -6.17100
K,12/08/06 03:28           ,     5.12800
K,12/10/06 02:48           ,     8.71600
K,12/10/06 03:20           ,    21.80300
K,12/12/06 02:49           ,     8.84400
K,12/12/06 03:18           ,     4.89700
K,12/16/06 03:09           ,    -5.99300
K,12/18/06 02:36           ,     6.24500
K,12/22/06 02:57           ,     9.86600
K,12/22/06 03:29           ,     5.60000
K,12/24/06 04:00           ,     4.53400
K,12/26/06 02:52           ,     8.82500
K,12/26/06 03:20           ,    13.49900
K,12/28/06 02:53           ,     3.57700
K,12/28/06 03:22           ,     3.55400
K,12/30/06 03:04           ,     3.51900
K,01/01/07 03:20           ,    13.41800
K,01/01/07 03:27           ,     9.85600
K,01/07/07 02:53           ,    11.05500
K,01/07/07 03:09           ,    14.48900
K,01/09/07 02:25           ,     5.13900
K,01/09/07 03:02           ,     5.02900
K,01/11/07 02:28           ,     3.07800
K,01/13/07 02:51           ,     4.27100
K,01/13/07 03:27           ,    10.26300
K,01/17/07 02:40           ,    17.15000
K,01/17/07 03:14           ,    19.25900
K,01/19/07 03:40           ,     7.71500
K,01/21/07 02:59           ,    13.56400
K,01/21/07 03:30           ,    12.66400
K,01/23/07 05:16           ,     4.59500
K,01/25/07 03:02           ,     3.38300
K,01/25/07 05:42           ,     3.75400
K,01/27/07 02:55           ,     3.88300
K,01/27/07 03:15           ,     8.22100
K,01/29/07 03:00           ,    -5.26200
K,01/29/07 03:26           ,     3.04300
K,02/02/07 02:41           ,    -3.25100
K,02/04/07 03:16           ,     5.04300
K,02/06/07 02:47           ,    -3.33100
K,02/10/07 02:43           ,     3.03200
K,02/12/07 02:42           ,    -5.51500
K,02/14/07 02:34           ,    -8.65500
K,02/16/07 02:20           ,    -8.94900
K,02/26/07 00:46           ,     3.81600
K,03/02/07 00:06           ,    -3.78800
K,03/02/07 00:30           ,    -3.80000
K,03/04/07 00:26           ,    -4.94500
K,03/06/07 00:33           ,   -14.77500
K,03/06/07 01:01           ,   -10.15800
K,03/08/07 00:13           ,    -4.60200
K,03/16/07 00:10           ,    12.27500
K,03/16/07 00:42           ,     8.45500
K,03/18/07 00:52           ,    -3.55400
K,03/20/07 00:53           ,    -6.98200
K,03/22/07 00:21           ,    -6.19600
K,03/22/07 00:46           ,    -8.28100
K,03/24/07 00:07           ,    -3.59200
K,03/24/07 00:30           ,    -5.10300
K,03/26/07 00:47           ,     3.01900
K,03/26/07 01:08           ,    19.91700
K,03/30/07 00:36           ,    -3.65600
K,04/05/07 00:24           ,    13.44700
K,04/05/07 00:29           ,    14.88100
K,04/09/07 00:46           ,    14.07100
K,04/13/07 00:28           ,    -7.95700
K,04/13/07 00:45           ,   -13.72500
K,04/15/07 00:33           ,    -3.56600
K,04/15/07 01:15           ,   -11.39900
K,04/19/07 00:42           ,   -22.55000
K,04/19/07 01:21           ,    -6.02700
K,04/21/07 00:40           ,   -11.00700
K,04/21/07 01:15           ,    -6.09800
K,05/07/07 00:57           ,     3.28100
K,05/13/07 01:04           ,     3.12100
K,05/15/07 01:10           ,    15.26100
K,05/15/07 01:51           ,     9.62500
K,05/17/07 01:01           ,    -9.03900
K,05/17/07 01:54           ,    -3.22400
K,05/19/07 01:01           ,    -3.81000
K,05/19/07 01:20           ,    -3.51600
K,05/21/07 01:12           ,   -14.88200
K,05/23/07 01:57           ,    26.95500
K,05/25/07 02:08           ,     3.28300
K,05/29/07 01:05           ,    19.09200
K,06/02/07 00:39           ,     3.97200
K,06/04/07 00:54           ,    23.46200
K,06/04/07 01:06           ,     4.84200
K,06/06/07 00:44           ,     3.66600
K,06/06/07 01:35           ,     3.24500
K,06/08/07 01:20           ,     3.09400
K,06/12/07 00:47           ,     9.07600
K,06/12/07 01:33           ,    27.27100
K,06/18/07 01:21           ,    -5.06300
K,06/20/07 01:10           ,    -3.27000
K,06/22/07 01:10           ,    -7.41600
K,06/22/07 01:50           ,     9.17100
K,06/26/07 02:06           ,     5.50700
K,06/30/07 00:20           ,   -14.44700
K,07/02/07 01:01           ,     3.82000
K,07/06/07 00:39           ,    12.22500
K,07/06/07 01:10           ,     3.90200
K,07/16/07 01:19           ,     3.76500
K,07/18/07 00:40           ,    16.19400
K,07/18/07 01:08           ,    15.35100
K,07/24/07 01:19           ,     3.90200
K,07/26/07 00:44           ,     3.30700
K,07/30/07 01:08           ,     3.91300
K,08/01/07 00:45           ,    -6.94600
K,08/07/07 01:02           ,    -3.17600
K,08/11/07 00:57           ,    -4.20100
K,08/13/07 01:19           ,     5.51300
K,08/19/07 01:28           ,    21.41200
K,08/23/07 01:16           ,    -7.67400
K,08/25/07 01:15           ,     3.10800
K,08/31/07 02:13           ,    -3.09900
K,09/09/07 02:11           ,     3.19000
K,09/15/07 01:22           ,   -13.59400
K,09/27/07 01:51           ,    -5.55900
K,10/03/07 01:36           ,    -6.37800
K,10/03/07 02:00           ,    -9.49400
K,10/09/07 02:02           ,    23.06800
K,10/09/07 02:25           ,    15.18700
K,10/15/07 04:50           ,    -7.10800
K,10/21/07 02:46           ,    -6.82500
K,10/21/07 03:11           ,    -3.48800
K,11/02/07 04:07           ,   -18.66000
K,11/02/07 04:36           ,    -3.82200
K,11/08/07 03:30           ,   -27.09900
K,11/08/07 03:53           ,    -5.29400
K,11/14/07 04:30           ,   -16.36500
K,11/14/07 04:52           ,   -14.16400
K,11/20/07 04:37           ,   -11.15900
K,11/20/07 05:07           ,    -6.17600
K,11/26/07 03:53           ,    -8.26000
K,12/08/07 03:43           ,    12.77700
K,12/08/07 04:07           ,    11.37400
K,12/14/07 04:03           ,    -3.52000
K,12/20/07 03:43           ,    18.52900
K,12/26/07 03:15           ,    11.17200
K,12/26/07 03:31           ,    21.46500
K,01/01/08 03:06           ,    15.19200
K,01/01/08 03:23           ,    19.02600
K,01/07/08 02:43           ,    27.45800
K,01/07/08 03:04           ,    28.99600
K,01/13/08 02:53           ,    16.55200
K,01/13/08 03:21           ,    16.51300
K,01/19/08 02:30           ,    16.78800
K,01/19/08 02:55           ,    18.50600
K,01/25/08 03:09           ,    32.62900
K,01/31/08 03:14           ,     3.58000
K,01/31/08 03:32           ,     7.66000
K,02/06/08 03:34           ,    -3.62200
K,02/12/08 04:53           ,     5.93200
K,02/18/08 02:04           ,    -9.81800
K,02/24/08 01:52           ,   -10.57700
K,03/01/08 02:13           ,    -7.27200
K,03/01/08 02:35           ,    -7.82300
K,04/06/08 02:04           ,    14.35300
K,04/12/08 01:33           ,     5.49200
K,04/18/08 01:50           ,    14.02800
K,04/24/08 02:09           ,     3.03700
K,04/30/08 02:40           ,     3.32000
K,05/06/08 02:29           ,     7.49700
K,06/05/08 02:51           ,    -3.53500
K,06/11/08 02:22           ,    -6.61000
K,06/17/08 02:15           ,     9.25800
K,06/17/08 02:36           ,     9.88100
K,06/23/08 02:05           ,    -3.17900
K,06/29/08 01:46           ,    -3.91000
K,07/05/08 02:15           ,     3.69700
K,07/11/08 02:06           ,   -13.16000
K,07/11/08 02:27           ,   -10.36800
K,07/17/08 02:29           ,   -13.25800
K,07/17/08 02:54           ,    -3.22600
K,07/23/08 02:29           ,     3.96200
K,07/29/08 02:24           ,    -3.10400
K,08/04/08 01:57           ,    -5.99200
Ca,11/14/06 02:25           ,    11.04400
Ca,11/14/06 03:18           ,    10.80700
Ca,11/16/06 03:20           ,     7.42900
Ca,11/16/06 04:08           ,     5.29100
Ca,11/24/06 02:30           ,     3.50000
Ca,11/28/06 03:01           ,   -11.98000
Ca,11/30/06 02:31           ,     6.62700
Ca,12/02/06 02:40           ,     3.92400
Ca,12/02/06 05:11           ,     8.33000
Ca,12/08/06 03:28           ,    -5.64000
Ca,12/10/06 03:20           ,   -38.10700
Ca,12/14/06 03:19           ,    -7.64600
Ca,12/16/06 02:39           ,    -9.38600
Ca,12/16/06 03:09           ,   -17.13700
Ca,12/18/06 02:36           ,   -15.23200
Ca,12/18/06 03:10           ,   -18.14200
Ca,12/20/06 02:55           ,    -7.55700
Ca,12/20/06 03:26           ,    -8.88400
Ca,12/22/06 02:57           ,   -10.26600
Ca,12/22/06 03:29           ,   -14.65000
Ca,12/24/06 04:27           ,    -8.22700
Ca,12/28/06 02:53           ,    10.09900
Ca,12/30/06 03:04           ,    32.49700
Ca,01/01/07 03:20           ,    -9.04700
Ca,01/03/07 03:07           ,     5.06500
Ca,01/03/07 03:25           ,    10.39500
Ca,01/05/07 02:54           ,    14.44300
Ca,01/05/07 02:58           ,    14.85700
Ca,01/09/07 02:25           ,   -15.46200
Ca,01/09/07 03:02           ,    -9.61300
Ca,01/11/07 02:28           ,   -29.76600
Ca,01/11/07 02:55           ,   -21.50100
Ca,01/13/07 02:51           ,    18.42500
Ca,01/13/07 03:27           ,    11.04300
Ca,01/15/07 02:43           ,     5.39500
Ca,01/15/07 03:19           ,     3.96300
Ca,01/17/07 02:40           ,    -7.13700
Ca,01/17/07 03:14           ,   -11.02900
Ca,01/19/07 03:40           ,    -6.94500
Ca,01/25/07 03:02           ,    -5.53900
Ca,01/25/07 05:42           ,   -10.69200
Ca,01/27/07 02:55           ,    -7.06500
Ca,01/27/07 03:15           ,   -10.91500
Ca,01/29/07 03:26           ,   -17.57300
Ca,01/31/07 02:59           ,    -3.45100
Ca,01/31/07 03:30           ,   -17.24800
Ca,02/02/07 03:13           ,   -11.02000
Ca,02/04/07 02:45           ,    -7.18700
Ca,02/04/07 03:16           ,   -19.66600
Ca,02/06/07 02:47           ,    11.39700
Ca,02/08/07 02:47           ,     6.99300
Ca,02/10/07 02:43           ,    14.06500
Ca,02/12/07 02:42           ,    15.81600
Ca,02/12/07 03:09           ,     6.27400
Ca,02/14/07 02:34           ,     4.79100
Ca,02/16/07 02:51           ,    -4.46400
Ca,02/18/07 02:08           ,     5.20300
Ca,02/20/07 02:12           ,     6.05900
Ca,02/22/07 02:11           ,    -3.54700
Ca,02/22/07 02:35           ,    -7.92000
Ca,02/24/07 02:17           ,   -10.02500
Ca,02/24/07 02:38           ,   -17.31000
Ca,02/26/07 00:46           ,    -5.62900
Ca,02/28/07 00:09           ,     5.50200
Ca,03/04/07 00:26           ,     3.40000
Ca,03/04/07 00:54           ,    -4.12200
Ca,03/06/07 00:33           ,   -11.28500
Ca,03/06/07 01:01           ,   -21.55300
Ca,03/08/07 00:42           ,    -9.34700
Ca,03/10/07 00:43           ,    -8.46400
Ca,03/12/07 00:18           ,    -4.41700
Ca,03/12/07 00:44           ,   -10.82000
Ca,03/16/07 00:10           ,    12.83600
Ca,03/16/07 00:42           ,     4.65300
Ca,03/18/07 00:15           ,     5.26500
Ca,03/18/07 00:52           ,     3.93900
Ca,03/22/07 00:46           ,    -8.18000
Ca,03/24/07 00:30           ,    -8.83600
Ca,03/26/07 00:47           ,    10.34700
Ca,03/28/07 00:47           ,    -4.47900
Ca,03/28/07 01:29           ,   -11.07300
Ca,03/30/07 00:36           ,    17.09900
Ca,04/01/07 00:27           ,    14.65700
Ca,04/01/07 00:30           ,    13.94900
Ca,04/03/07 00:30           ,    16.62400
Ca,04/05/07 00:24           ,   -32.36400
Ca,04/05/07 00:29           ,   -15.22600
Ca,04/07/07 00:28           ,   -18.97400
Ca,04/09/07 00:46           ,   -11.23600
Ca,04/11/07 00:36           ,    10.31900
Ca,04/13/07 00:28           ,     4.18400
Ca,04/13/07 00:45           ,    -7.58900
Ca,04/15/07 01:15           ,   -12.45100
Ca,04/17/07 01:10           ,    -9.48600
Ca,04/19/07 00:42           ,     6.34200
Ca,04/19/07 01:21           ,    -4.26900
Ca,04/21/07 00:40           ,    12.69300
Ca,04/21/07 01:15           ,     3.92200
Ca,04/23/07 00:42           ,    19.00300
Ca,04/23/07 01:00           ,     8.98700
Ca,04/25/07 00:54           ,    12.53100
Ca,04/25/07 01:11           ,    13.85700
Ca,04/27/07 00:45           ,    19.91100
Ca,04/27/07 01:17           ,    15.08300
Ca,04/29/07 00:52           ,    10.32800
Ca,04/29/07 01:20           ,     7.01500
Ca,05/01/07 00:57           ,    16.04600
Ca,05/01/07 01:31           ,     9.52600
Ca,05/03/07 01:03           ,    17.54400
Ca,05/03/07 01:39           ,    14.75000
Ca,05/05/07 00:59           ,    23.15100
Ca,05/05/07 01:33           ,    16.87300
Ca,05/07/07 00:57           ,    19.62100
Ca,05/07/07 01:31           ,    18.22100
Ca,05/09/07 00:57           ,    16.95400
Ca,05/09/07 01:25           ,    20.08000
Ca,05/11/07 01:03           ,     9.12800
Ca,05/11/07 01:32           ,     8.30200
Ca,05/13/07 01:04           ,    -3.73200
Ca,05/13/07 01:55           ,   -19.93000
Ca,05/15/07 01:10           ,    -6.05100
Ca,05/15/07 01:51           ,   -19.57100
Ca,05/17/07 01:01           ,     9.76600
Ca,05/17/07 01:54           ,     7.39400
Ca,05/19/07 01:01           ,    37.33500
Ca,05/19/07 01:20           ,    -5.11400
Ca,05/21/07 00:47           ,     3.25800
Ca,05/21/07 01:12           ,    21.61000
Ca,05/23/07 01:28           ,     3.61800
Ca,05/23/07 01:57           ,    -4.20100
Ca,05/25/07 02:08           ,    -9.35200
Ca,05/27/07 01:23           ,    -7.48100
Ca,05/27/07 01:29           ,     8.64000
Ca,05/29/07 01:05           ,   -25.29100
Ca,05/29/07 02:04           ,    13.21200
Ca,05/31/07 01:09           ,   -13.59000
Ca,05/31/07 02:01           ,     4.74900
Ca,06/02/07 00:39           ,    -4.37600
Ca,06/02/07 01:20           ,     8.79600
Ca,06/04/07 00:54           ,   -17.44800
Ca,06/04/07 01:06           ,    -3.40800
Ca,06/06/07 00:44           ,    -8.83900
Ca,06/06/07 01:35           ,   -11.14500
Ca,06/08/07 00:33           ,   -11.39700
Ca,06/08/07 01:20           ,   -22.77100
Ca,06/10/07 00:25           ,    12.31800
Ca,06/12/07 00:47           ,    -6.21600
Ca,06/12/07 01:33           ,    -9.77400
Ca,06/14/07 01:15           ,    11.77400
Ca,06/16/07 01:14           ,     3.83900
Ca,06/18/07 01:21           ,    14.88400
Ca,06/18/07 01:52           ,    -3.83900
Ca,06/20/07 01:10           ,     3.17500
Ca,06/20/07 01:53           ,   -17.02600
Ca,06/22/07 01:50           ,   -26.55000
Ca,06/26/07 02:06           ,   -21.36300
Ca,06/28/07 02:38           ,   -14.83000
Ca,06/30/07 02:14           ,   -12.14700
Ca,07/02/07 01:01           ,   -12.82300
Ca,07/02/07 01:02           ,     3.23000
Ca,07/04/07 00:43           ,     9.52100
Ca,07/04/07 01:09           ,    -4.48700
Ca,07/06/07 00:39           ,   -17.28000
Ca,07/06/07 01:10           ,   -20.58900
Ca,07/12/07 00:41           ,    21.92100
Ca,07/12/07 01:09           ,     5.27100
Ca,07/14/07 00:40           ,     9.32300
Ca,07/16/07 00:42           ,     6.86600
Ca,07/16/07 01:19           ,    -5.53300
Ca,07/18/07 00:40           ,   -24.61400
Ca,07/18/07 01:08           ,   -24.02100
Ca,07/20/07 02:38           ,   -14.50700
Ca,07/24/07 00:41           ,    13.53700
Ca,07/24/07 01:19           ,   -17.19300
Ca,07/26/07 00:44           ,   -18.38000
Ca,07/28/07 00:41           ,    14.15900
Ca,07/30/07 00:40           ,    17.62700
Ca,07/30/07 01:08           ,    -3.62100
Ca,08/01/07 00:45           ,    32.26700
Ca,08/01/07 01:12           ,    21.16100
Ca,08/03/07 00:44           ,    31.34300
Ca,08/03/07 01:19           ,    16.17700
Ca,08/05/07 00:45           ,    23.30300
Ca,08/07/07 01:02           ,    23.55100
Ca,08/07/07 01:31           ,    14.92800
Ca,08/09/07 01:11           ,    17.99000
Ca,08/09/07 01:41           ,     3.24900
Ca,08/13/07 00:52           ,     3.41000
Ca,08/13/07 01:19           ,    -7.40400
Ca,08/15/07 00:58           ,    13.30300
Ca,08/17/07 01:09           ,    24.80000
Ca,08/17/07 01:38           ,     4.57700
Ca,08/19/07 01:34           ,    10.55000
Ca,08/21/07 01:36           ,   -18.36600
Ca,08/23/07 01:16           ,    12.25400
Ca,08/23/07 01:46           ,     3.56600
Ca,08/25/07 01:15           ,   -10.40900
Ca,08/27/07 00:47           ,    28.14800
Ca,08/27/07 01:22           ,    14.91700
Ca,08/29/07 01:17           ,    21.22600
Ca,08/29/07 02:02           ,    10.69500
Ca,08/31/07 01:16           ,    25.05100
Ca,08/31/07 02:13           ,    13.54800
Ca,09/04/07 02:01           ,     3.33800
Ca,09/09/07 02:11           ,    21.93100
Ca,09/15/07 01:14           ,    29.61700
