**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 4

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Si,  6.26996,  0.60426,  4.73044,  6.33425,  6.35988,  7.61579,  5.73788,  1.59076,  0.27724,  0.25371
P, 16.07121,  0.00000,  4.85974, 16.12244, 16.13817, 18.49123, 12.55011,  6.94686,  0.55353,  0.43225
S,  8.51473,  0.00000,  7.95783,  8.53134,  8.53690,  9.57857,  6.89001,  3.55391,  0.51581,  0.41738
Cl,  8.09294,  0.00000,  8.10131,  8.11592,  8.12205, 26.08975, 11.20354,  7.84255,  0.70001,  0.96906
K, 12.88310,  2.55210, 10.11493, 12.90506, 12.91289, 15.03341, 11.85650,  2.80417,  0.23651,  0.21766
Ca, 31.62289,  0.00000, 31.70332, 31.73517, 32.78967, 34.30626, 30.60727,  7.25240,  0.23695,  0.22934
Ti, 14.10876,  1.04220, 13.43938, 14.18403, 14.20332, 15.93532, 13.49203,  3.02090,  0.22390,  0.21412
V, 25.20323, 11.09956, 24.52297, 25.24631, 25.26333, 28.11127, 24.63064,  3.34458,  0.13579,  0.13270
Mn, 10.84471,  2.52153,  9.92219, 10.89023, 10.90676, 12.79865, 10.39677,  2.04341,  0.19654,  0.18842
Fe, 17.23493,  0.00000, 16.66732, 17.30789, 17.33031, 19.35713, 16.46561,  3.95215,  0.24002,  0.22931
Zn, 16.98347, 15.98309, 16.81718, 16.99335, 16.99850, 19.50639, 17.14629,  0.83739,  0.04884,  0.04931
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 93.69208,  4.68460, 20.95019,  4.47214,  0.00000
Pb, 27.29836,  9.76179, 27.32845, 27.35140, 30.18444, 30.53219, 27.34919,  4.36377,  0.15956,  0.15985
BC, 27.70525,  2.51811, 27.73817, 27.75972, 29.72271, 31.47837, 27.25526,  5.96100,  0.21871,  0.21516

Percent of Total Variable

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.02889,  0.00000,  0.00000,  0.02981,  0.03083,  0.03151,  0.01971,  0.01486,  0.75358,  0.51423
Mg,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Al,  1.23513,  1.10420,  1.22825,  1.23331,  1.23443,  1.36559,  1.21446,  0.06265,  0.05158,  0.05072
Si,  2.34933,  2.06478,  2.32570,  2.34533,  2.34772,  2.68015,  2.30592,  0.14233,  0.06172,  0.06058
P,  0.00566,  0.00252,  0.00564,  0.00565,  0.00643,  0.01941,  0.00624,  0.00330,  0.52839,  0.58287
S,  0.89408,  0.81874,  0.88815,  0.89479,  0.89610,  0.91245,  0.88706,  0.02381,  0.02684,  0.02663
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K,  3.04453,  3.01885,  3.04698,  3.04834,  3.04976,  3.06381,  3.04759,  0.01182,  0.00388,  0.00388
Ca,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.67377,  0.03369,  0.15066,  4.47214,  0.00000
Ti,  0.05867,  0.05264,  0.05845,  0.05857,  0.05863,  0.09386,  0.05918,  0.00850,  0.14367,  0.14492
V,  0.00424,  0.00423,  0.00423,  0.00424,  0.00434,  0.00541,  0.00432,  0.00026,  0.06092,  0.06206
