**** Analysis Summary ****

Time of run: ,06/30/15 14:29
Concentration file: ,E:\pmf\RFsH.csv
Uncertainty file: ,E:\pmf\RFsHunc.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,     10.0,  2.45000, 20.81250, 24.50500, 28.85250,115.18000, 100.00 %, 100.00 %
20                    8,0.07904,0.08403,0.00356,0.01716,0.05516,0.14811,15.26832,2.08826,16.94585,1.80897,0.00804,0.02629,0.02652,0.10586,0.09804,0.14562,0.05232,0.64386,2.22520,0.00946,0.01349,0.00243,0.20945,4.52503,
20                    9,0.14586,0.20657,0.00800,0.03633,0.11739,0.27761,30.69314,4.84779,34.59803,3.89131,0.01757,0.05638,0.05577,0.22485,0.20662,0.31196,0.10986,1.35042,4.78734,0.01981,0.02945,0.00528,0.44771,8.55289,
20                    10,0.03714,0.04796,0.00219,0.01081,0.03415,0.05789,6.73319,1.35763,7.35225,0.80310,0.00484,0.01130,0.01163,0.04579,0.04678,0.06260,0.02354,0.28383,0.99819,0.00417,0.00594,0.00109,0.09064,2.19797,
20                    11,0.22193,0.27131,0.01052,0.04999,0.15823,0.39261,43.56233,6.24853,48.31854,5.31044,0.02268,0.07695,0.07595,0.30729,0.27799,0.42414,0.15172,1.86622,6.54576,0.02741,0.03973,0.00720,0.61171,12.78448,
20                    12,0.08435,0.09869,0.00283,0.01391,0.04083,0.18105,19.13026,1.19092,22.25858,2.36725,0.00760,0.03698,0.03614,0.14798,0.10922,0.20577,0.06883,0.87651,2.86749,0.01300,0.01942,0.00344,0.29216,4.86225,
20                    13,0.03113,0.03676,0.00120,0.00643,0.01585,0.07913,7.01568,0.47364,8.48486,0.77393,0.00357,0.01416,0.01405,0.05408,0.03395,0.08417,0.02730,0.34083,1.19553,0.00521,0.00776,0.00136,0.12026,2.00242,
20                    14,0.23470,0.31195,0.01253,0.05848,0.18629,0.42874,47.11511,7.73294,51.68788,5.74625,0.02547,0.08258,0.08300,0.32779,0.30424,0.45850,0.16695,2.03361,7.15802,0.02953,0.04301,0.00761,0.66469,14.04194,
20                    15,0.02757,0.03460,0.00163,0.01243,0.03040,0.04157,4.30689,1.03178,5.41184,0.50608,0.00575,0.00941,0.00964,0.03661,0.03018,0.05689,0.01973,0.22824,0.85045,0.00401,0.00514,0.00093,0.07992,1.83552,
20                    16,0.03828,0.04101,0.00181,0.00959,0.02910,0.05717,6.60182,1.15913,7.31881,0.75735,0.00432,0.01095,0.01103,0.04376,0.04379,0.06081,0.02239,0.26870,0.97396,0.00416,0.00566,0.00100,0.08759,2.17158,
20                    17,0.12027,0.10985,0.00358,0.01909,0.05741,0.23498,24.11510,1.55318,27.19247,2.89693,0.01003,0.04334,0.04276,0.17543,0.14180,0.23686,0.08258,1.04364,3.34874,0.01537,0.02216,0.00390,0.33914,6.71673,
20                    18,0.05388,0.05141,0.00198,0.01745,0.04307,0.08295,8.96205,1.14387,10.60563,1.04060,0.00823,0.01773,0.01840,0.07153,0.05850,0.10123,0.03689,0.45010,1.47339,0.00716,0.00912,0.00165,0.14264,3.39983,
20                    19,0.31424,0.38132,0.01428,0.06731,0.21878,0.59356,64.46213,8.44919,71.15258,8.04964,0.03097,0.11399,0.11403,0.45995,0.41373,0.62359,0.22513,2.78513,9.51522,0.04017,0.05864,0.01062,0.89787,18.18522,


**** Analysis of Base Run #5 ****

Regression diagnostics:
                       ,,,,,KS Test,KS Test
Species                ,Intercept,Slope,SE,r^2,Stat,P Value
mass,        0.98       ,0.95,3.06,0.97,0.07,0.57
Na,        0.18       ,0.43,0.10,0.53,0.09,0.24
Mg,        0.01       ,0.86,0.06,0.93,0.06,0.83
Al,        0.01       ,0.97,0.08,1.00,0.06,0.80
Si,        0.21       ,0.71,0.19,0.99,0.13,0.04
P,        0.01       ,0.42,0.00,0.49,0.07,0.69
S,        0.27       ,0.44,0.08,0.67,0.07,0.59
Cl,        0.00       ,1.01,0.02,1.00,0.19,0.00
K,        0.10       ,0.87,0.06,0.95,0.13,0.05
Ca,        0.00       ,0.97,0.06,0.98,0.08,0.37
Ti,        0.00       ,1.07,0.00,1.00,0.05,0.95
V,        0.00       ,0.66,0.00,0.57,0.08,0.44
Cr,        0.00       ,0.19,0.00,0.14,0.09,0.31
Mn,        0.00       ,0.97,0.00,0.99,0.06,0.77
Fe,        -0.03       ,1.10,0.04,1.00,0.06,0.75
Ni,        0.00       ,-0.03,0.00,0.02,0.06,0.75
Cu,        0.01       ,0.04,0.00,0.03,0.14,0.02
Zn,        0.02       ,0.13,0.01,0.11,0.22,0.00
Br,        0.01       ,0.19,0.00,0.27,0.12,0.08
Rb,        0.00       ,0.60,0.00,0.64,0.04,0.99
Sr,        0.00       ,0.82,0.00,0.82,0.07,0.67
Zr,        0.00       ,0.94,0.00,0.92,0.05,0.93
Pb,        0.01       ,0.26,0.00,0.12,0.11,0.12
BC,        1.42       ,0.45,0.62,0.19,0.07,0.53

Scaled residuals beyond 3 standard deviations (dates by species):
Species,Dates,       Residuals
mass,05/29/07 01:05           ,     3.43600
Na,11/22/06 03:22           ,    -3.44100
Na,05/17/07 01:54           ,    -4.61400
Na,05/29/07 01:05           ,    -3.84700
Na,06/08/07 01:20           ,    -3.81400
Na,06/18/07 01:52           ,     3.42600
Na,06/22/07 01:50           ,     3.76500
Na,06/30/07 02:14           ,     4.97500
Na,07/20/07 02:38           ,     3.22000
Na,08/03/07 01:19           ,     3.93000
Na,08/19/07 01:28           ,    -3.20400
Na,08/21/07 01:36           ,    -4.98100
Na,08/27/07 01:22           ,     3.09100
Na,10/09/07 02:25           ,    -3.04200
Na,11/02/07 04:36           ,    -3.92800
Na,06/17/08 02:36           ,    -3.21500
Na,07/29/08 02:43           ,     4.27400
Na,08/04/08 02:22           ,     3.91800
Na,08/10/08 01:55           ,     6.50400
Na,08/16/08 02:27           ,     7.83600
Mg,05/09/07 01:25           ,    -3.04500
Mg,05/21/07 01:12           ,    -3.61600
Al,11/28/06 03:01           ,     4.38600
Al,04/01/07 00:30           ,    -3.07400
Al,04/07/07 00:28           ,     4.06600
Al,04/15/07 01:15           ,     6.30200
Al,04/17/07 01:10           ,     3.19300
Al,04/23/07 01:00           ,    -3.66900
Al,05/09/07 01:25           ,    -3.86800
Al,05/13/07 01:55           ,     4.77100
Al,05/15/07 01:51           ,     5.90100
Al,05/17/07 01:54           ,   -12.48000
Al,05/21/07 01:12           ,    -8.74400
Al,06/22/07 01:50           ,     3.92400
Al,07/12/07 01:09           ,    -3.73000
Al,08/29/07 02:02           ,    -3.37000
Al,09/21/07 01:54           ,    -3.77500
Al,09/27/07 01:51           ,    -3.76100
Al,11/26/07 04:17           ,    -4.24800
Al,04/06/08 02:31           ,     5.44000
Al,04/12/08 01:33           ,     4.08100
Al,05/06/08 02:29           ,     3.37600
Al,05/30/08 03:25           ,    -3.33300
Al,07/29/08 02:43           ,     4.29500
Al,08/10/08 01:55           ,    -4.34300
Al,08/16/08 02:27           ,    -4.20600
Si,11/12/06 06:43           ,    13.77100
Si,11/14/06 03:18           ,    13.85100
Si,11/16/06 04:08           ,    11.72800
Si,11/18/06 04:01           ,    12.16000
Si,11/20/06 03:11           ,    12.05700
Si,11/22/06 03:22           ,    13.39200
Si,11/26/06 03:04           ,    12.10300
Si,11/28/06 03:01           ,    11.90800
Si,11/30/06 03:08           ,     5.34600
Si,04/15/07 01:15           ,    11.09500
Si,04/17/07 01:10           ,     6.12400
Si,04/19/07 01:21           ,     7.06100
Si,04/23/07 01:00           ,    -3.43600
Si,04/25/07 01:11           ,    -3.81800
Si,04/27/07 01:17           ,    -3.15300
Si,04/29/07 01:20           ,    -3.26600
Si,05/01/07 01:31           ,    -3.74800
Si,05/03/07 01:39           ,    -3.60400
Si,05/05/07 01:33           ,    -3.26200
Si,05/07/07 01:31           ,    -3.95900
Si,05/09/07 01:25           ,    -4.05200
Si,05/11/07 01:32           ,    -3.28000
Si,05/13/07 01:55           ,     7.64000
Si,05/15/07 01:51           ,     9.65600
Si,05/17/07 01:54           ,   -13.88500
Si,05/19/07 01:20           ,     6.40600
Si,06/04/07 01:06           ,    -3.21200
Si,06/12/07 01:33           ,     3.02600
Si,06/20/07 01:53           ,     3.07700
Si,06/22/07 01:50           ,     6.16500
Si,07/06/07 01:10           ,     5.44000
Si,07/16/07 01:19           ,     3.93400
Si,07/18/07 01:08           ,     6.12700
Si,07/20/07 02:38           ,     4.19600
Si,07/24/07 01:19           ,     3.07100
Si,07/30/07 01:08           ,    17.19200
Si,08/01/07 01:12           ,    -3.23300
Si,08/11/07 01:27           ,     3.35600
Si,08/13/07 01:19           ,     3.80400
Si,08/29/07 02:02           ,    -3.24500
Si,08/31/07 02:13           ,    -5.77400
Si,10/03/07 02:00           ,    -3.14800
Si,10/27/07 03:49           ,    -3.80900
Si,11/14/07 04:52           ,    14.69600
Si,11/20/07 05:07           ,     4.87900
Si,04/06/08 02:31           ,    11.47800
Si,04/12/08 01:33           ,    12.79200
Si,05/06/08 02:29           ,     4.11600
Si,05/12/08 02:19           ,    -3.37500
Si,05/30/08 03:25           ,    -4.20000
Si,06/05/08 03:13           ,    -4.90500
Si,06/11/08 02:45           ,     3.14900
Si,06/17/08 02:36           ,     4.84600
Si,07/11/08 02:27           ,    -5.41800
Si,07/17/08 02:29           ,    -3.85200
Si,07/23/08 02:29           ,    -3.56600
Si,08/10/08 01:55           ,    -4.80500
P,11/30/06 03:08           ,     8.89600
P,04/27/07 01:17           ,    -3.97400
P,05/21/07 01:12           ,     4.67400
P,05/23/07 01:57           ,    -3.63500
P,05/31/07 01:09           ,    -3.23100
P,06/06/07 01:35           ,    -3.50600
P,06/12/07 01:33           ,    -4.38600
P,06/14/07 01:54           ,    -3.20800
P,06/22/07 01:50           ,     3.24500
P,06/26/07 02:06           ,     3.09700
P,07/12/07 01:09           ,     3.03600
P,07/18/07 01:08           ,     5.41200
P,07/20/07 02:38           ,     6.17000
P,07/24/07 01:19           ,     3.76400
P,08/21/07 01:36           ,    -6.29000
P,10/03/07 02:00           ,     3.09200
P,11/08/07 03:53           ,     3.58500
P,04/18/08 01:50           ,    -5.57300
P,04/30/08 02:40           ,    -3.07500
P,05/06/08 02:29           ,    -4.11700
P,05/18/08 02:14           ,    -3.28900
P,05/30/08 03:25           ,    -3.67100
P,06/23/08 02:27           ,     7.51000
P,06/29/08 02:07           ,     5.73200
P,07/05/08 02:15           ,     4.06100
P,07/11/08 02:27           ,    -3.51000
P,08/10/08 01:55           ,     3.04700
S,11/12/06 06:43           ,     7.84500
S,11/16/06 04:08           ,     4.73700
S,11/18/06 04:01           ,     7.77500
S,11/28/06 03:01           ,     8.54600
S,11/30/06 03:08           ,    16.97900
S,04/01/07 00:30           ,    -7.56600
S,04/03/07 00:34           ,   -12.35800
S,04/05/07 00:24           ,    -8.63100
S,04/17/07 01:10           ,    -9.25100
S,04/23/07 01:00           ,    -4.30500
S,04/25/07 01:11           ,    -9.25500
S,04/27/07 01:17           ,   -12.38300
S,04/29/07 01:20           ,    -5.13000
S,05/01/07 01:31           ,   -10.24500
S,05/07/07 01:31           ,    -7.38900
S,05/09/07 01:25           ,    -3.38900
S,05/13/07 01:55           ,    -8.65200
S,05/15/07 01:51           ,   -20.44400
S,05/17/07 01:54           ,     9.23100
S,05/19/07 01:20           ,    19.18200
S,05/23/07 01:57           ,   -23.05500
S,05/25/07 02:08           ,    -6.51200
S,05/29/07 01:05           ,   -14.86200
S,05/31/07 01:09           ,    -4.47900
S,06/04/07 01:06           ,   -17.58500
S,06/06/07 01:35           ,   -11.02400
S,06/08/07 01:20           ,   -21.23700
S,06/10/07 01:07           ,    -3.86000
S,06/12/07 01:33           ,   -28.60800
S,06/14/07 01:54           ,   -17.77800
S,06/16/07 01:45           ,    -4.41700
S,06/18/07 01:52           ,     6.42000
S,06/20/07 01:53           ,    12.24000
S,06/22/07 01:50           ,    21.01400
S,06/24/07 02:16           ,    11.14200
S,06/26/07 02:06           ,    18.14300
S,06/28/07 02:38           ,    12.72000
S,06/30/07 02:14           ,    12.15900
S,07/02/07 01:01           ,    13.44400
S,07/04/07 01:09           ,    13.32400
S,07/06/07 01:10           ,    -3.96000
S,07/12/07 01:09           ,    19.25500
S,07/16/07 01:19           ,    17.14100
S,07/18/07 01:08           ,    18.35400
S,07/20/07 02:38           ,    20.99400
S,07/24/07 01:19           ,    20.61200
S,07/30/07 01:08           ,     3.87900
S,08/01/07 01:12           ,     4.55100
S,08/03/07 01:19           ,     6.16000
S,08/05/07 01:18           ,     9.90100
S,08/07/07 01:31           ,    11.60900
S,08/09/07 01:41           ,    16.11300
S,08/17/07 01:38           ,     7.04300
S,08/19/07 01:28           ,    13.73000
S,08/21/07 01:36           ,    10.10500
S,08/23/07 01:46           ,    11.02000
S,08/25/07 01:15           ,    10.30400
S,08/27/07 01:22           ,    12.65300
S,08/29/07 02:02           ,    10.93600
S,08/31/07 02:13           ,     8.12600
S,09/04/07 01:51           ,    -9.27800
S,09/27/07 01:51           ,     9.28700
S,10/03/07 02:00           ,    15.27100
S,10/09/07 02:25           ,   -16.89900
S,10/21/07 03:11           ,    10.37000
S,10/27/07 03:49           ,    -3.95300
S,11/02/07 04:36           ,    11.55100
S,11/08/07 03:53           ,    20.79000
S,11/14/07 04:52           ,    14.99700
S,11/20/07 05:07           ,    14.23900
S,11/26/07 04:17           ,    10.25500
S,04/06/08 02:31           ,    -9.83500
S,04/12/08 01:33           ,    -3.57700
S,04/18/08 01:50           ,    -8.22800
S,04/24/08 02:36           ,    -7.63500
S,04/30/08 02:40           ,   -30.45000
S,05/06/08 02:29           ,    -3.90900
S,05/12/08 02:19           ,    -9.07100
S,05/18/08 02:14           ,    -3.94200
S,05/30/08 03:25           ,    -7.62400
S,06/11/08 02:45           ,     8.44600
S,06/23/08 02:27           ,    16.83100
S,06/29/08 02:07           ,    16.56800
S,07/05/08 02:15           ,    23.63200
S,07/17/08 02:29           ,    13.02500
S,07/17/08 02:54           ,    15.90400
S,07/29/08 02:43           ,    19.65000
S,08/04/08 02:22           ,    17.71300
S,08/10/08 01:55           ,    20.42400
S,08/16/08 02:27           ,    15.36800
Cl,06/12/07 01:33           ,     3.13400
Cl,07/18/07 01:08           ,     3.06300
Cl,10/09/07 02:25           ,     9.22500
K,11/14/06 03:18           ,    -5.26900
K,11/20/06 03:11           ,     3.05300
K,11/22/06 03:22           ,     7.66300
K,11/30/06 03:08           ,    11.40500
K,04/05/07 00:24           ,     4.93200
K,04/09/07 00:46           ,     5.12700
K,04/11/07 00:50           ,    -3.93900
K,04/13/07 00:45           ,   -18.47800
K,04/15/07 01:15           ,   -10.00400
K,04/19/07 01:21           ,    -6.29500
K,04/21/07 01:15           ,   -10.25400
K,05/11/07 01:32           ,    -6.32400
K,05/19/07 01:20           ,    -3.60600
K,05/21/07 01:12           ,    -6.10500
K,05/23/07 01:57           ,     6.42200
K,05/29/07 01:05           ,     4.62100
K,06/12/07 01:33           ,     5.50600
K,06/22/07 01:50           ,     9.22600
K,06/26/07 02:06           ,     4.10000
K,07/16/07 01:19           ,     3.11600
K,07/18/07 01:08           ,    11.93200
K,07/24/07 01:19           ,     3.80000
K,08/19/07 01:28           ,    19.71900
K,09/15/07 01:22           ,   -16.38800
K,09/21/07 01:54           ,    -3.12000
K,09/27/07 01:51           ,    -3.69800
K,10/03/07 02:00           ,    -6.22000
K,11/02/07 04:36           ,    -5.23500
K,11/14/07 04:52           ,    -6.45300
K,04/12/08 01:33           ,     9.25600
K,04/18/08 01:50           ,    15.05900
K,05/06/08 02:29           ,     3.98300
K,06/17/08 02:36           ,     3.74500
K,07/11/08 02:27           ,   -13.78700
K,07/17/08 02:29           ,    -8.16900
K,08/10/08 01:55           ,     6.22800
K,08/16/08 02:27           ,     3.61400
Ca,11/14/06 03:18           ,     7.75000
Ca,11/28/06 03:01           ,   -10.01700
Ca,04/01/07 00:30           ,    12.47800
Ca,04/05/07 00:24           ,   -35.51800
Ca,04/07/07 00:28           ,   -18.63600
Ca,04/09/07 00:46           ,   -11.48000
Ca,04/13/07 00:45           ,    -8.38900
Ca,04/15/07 01:15           ,   -11.80000
Ca,04/17/07 01:10           ,    -9.50000
Ca,04/19/07 01:21           ,    -4.62700
Ca,04/21/07 01:15           ,     3.27600
Ca,04/23/07 01:00           ,     9.44800
Ca,04/25/07 01:11           ,    14.41100
Ca,04/27/07 01:17           ,    14.58400
Ca,04/29/07 01:20           ,     7.14000
Ca,05/01/07 01:31           ,    11.08100
Ca,05/03/07 01:39           ,    15.98700
Ca,05/05/07 01:33           ,    16.80400
Ca,05/07/07 01:31           ,    18.00400
Ca,05/09/07 01:25           ,    20.04200
Ca,05/11/07 01:32           ,     9.73600
Ca,05/13/07 01:55           ,   -18.89200
Ca,05/15/07 01:51           ,   -18.98800
Ca,05/17/07 01:54           ,     9.82800
Ca,05/19/07 01:20           ,    -3.76700
Ca,05/21/07 01:12           ,    18.13000
Ca,05/23/07 01:57           ,    -7.33200
Ca,05/25/07 02:08           ,    -6.87100
Ca,05/27/07 01:23           ,    -8.11700
Ca,05/29/07 01:05           ,   -27.72700
Ca,05/31/07 01:09           ,    -7.82400
Ca,06/06/07 01:35           ,    -3.97300
Ca,06/08/07 01:20           ,   -14.21500
Ca,06/12/07 01:33           ,   -13.67600
Ca,06/20/07 01:53           ,    -9.26200
Ca,06/22/07 01:50           ,   -13.69100
Ca,06/26/07 02:06           ,    -7.85200
Ca,06/28/07 02:38           ,    -3.20900
Ca,07/04/07 01:09           ,     3.08400
Ca,07/06/07 01:10           ,    -9.83600
Ca,07/12/07 01:09           ,    12.29400
Ca,07/18/07 01:08           ,   -18.46700
Ca,07/24/07 01:19           ,    -5.76200
Ca,08/01/07 01:12           ,    24.54600
Ca,08/03/07 01:19           ,    19.20700
Ca,08/05/07 01:18           ,    10.32500
Ca,08/07/07 01:31           ,    20.72100
Ca,08/09/07 01:41           ,     9.81900
Ca,08/15/07 01:30           ,     3.38700
Ca,08/17/07 01:38           ,    12.20600
Ca,08/21/07 01:36           ,    -7.86100
Ca,08/23/07 01:46           ,    12.04800
Ca,08/25/07 01:15           ,    -3.44600
Ca,08/27/07 01:22           ,    19.58500
Ca,08/29/07 02:02           ,    17.14900
Ca,08/31/07 02:13           ,    16.98700
Ca,09/15/07 01:22           ,    16.12600
Ca,09/21/07 01:54           ,    13.43900
Ca,09/27/07 01:51           ,    20.26100
Ca,10/03/07 02:00           ,    12.38000
Ca,10/15/07 04:53           ,     5.74400
Ca,10/21/07 03:11           ,     6.68000
Ca,10/27/07 03:49           ,     9.67800
Ca,11/02/07 04:36           ,     3.49700
Ca,11/14/07 04:52           ,     3.78000
Ca,11/26/07 04:17           ,     6.80300
Ca,04/06/08 02:31           ,   -18.90500
Ca,04/30/08 02:40           ,    -4.20100
Ca,05/06/08 02:29           ,   -23.55700
Ca,05/30/08 03:25           ,     3.94200
Ca,06/11/08 02:45           ,    -4.90600
Ca,06/17/08 02:36           ,   -31.62000
Ca,07/11/08 02:27           ,    13.39700
Ca,07/17/08 02:29           ,    27.55200
Ca,07/17/08 02:54           ,    13.35900
Ca,08/04/08 02:22           ,    12.27200
Ca,08/10/08 01:55           ,    23.68400
Ca,08/16/08 02:27           ,    11.02900
Ti,11/14/06 03:18           ,    -4.16400
Ti,11/16/06 04:08           ,    -5.49300
Ti,04/05/07 00:24           ,     4.81200
Ti,04/07/07 00:28           ,     3.43500
Ti,04/15/07 01:15           ,     3.09000
Ti,05/25/07 02:08           ,     3.49600
Ti,07/02/07 01:01           ,    -4.36600
Ti,07/12/07 01:09           ,    -3.39900
Ti,08/21/07 01:36           ,     4.64000
Ti,08/31/07 02:13           ,     3.41800
Ti,09/04/07 01:51           ,    -3.64900
Ti,11/14/07 04:52           ,    -3.22100
Ti,07/17/08 02:29           ,     7.25400
V,04/13/07 00:45           ,     4.37000
V,05/11/07 01:32           ,     3.22100
V,05/19/07 01:20           ,     3.23600
V,11/20/07 05:07           ,     3.23600
Cr,04/09/07 00:46           ,     3.64400
Cr,08/17/07 01:38           ,    -3.11500
Cr,05/18/08 02:14           ,     3.29000
Cr,05/24/08 02:16           ,     6.18700
Cr,07/17/08 02:54           ,     3.32200
Mn,11/28/06 03:01           ,     4.86600
Mn,04/05/07 00:24           ,     3.21500
Mn,05/29/07 01:05           ,     5.43700
Mn,06/06/07 01:35           ,     5.73100
Mn,06/08/07 01:20           ,     6.51100
Mn,06/12/07 01:33           ,     5.01400
Mn,06/14/07 01:54           ,     3.32200
Mn,06/30/07 02:14           ,     4.87200
Mn,07/06/07 01:10           ,     5.67800
Mn,07/18/07 01:08           ,     8.66000
Mn,07/20/07 02:38           ,     3.09900
Mn,09/04/07 01:51           ,     3.40800
Mn,09/27/07 01:51           ,    -4.12700
Mn,10/15/07 04:53           ,    -5.82200
Mn,10/21/07 03:11           ,    -7.91600
Mn,11/02/07 04:36           ,    -6.15400
Mn,11/08/07 03:53           ,    -3.36900
Mn,11/20/07 05:07           ,    -3.28200
Mn,11/26/07 04:17           ,    -3.77100
Mn,04/12/08 01:33           ,    -3.06100
Mn,05/06/08 02:29           ,     3.96600
Mn,05/30/08 03:25           ,     4.69500
Mn,07/17/08 02:29           ,    -4.55800
Mn,08/04/08 02:22           ,    -3.42100
Mn,08/10/08 01:55           ,    -7.04500
Fe,11/12/06 06:43           ,    -4.93600
Fe,11/14/06 03:18           ,    -5.54700
Fe,11/16/06 04:08           ,    -5.65600
Fe,05/09/07 01:25           ,     4.59600
Fe,05/17/07 01:54           ,     9.03600
Fe,05/21/07 01:12           ,     3.91300
Fe,05/27/07 01:23           ,     3.35500
Fe,05/29/07 01:05           ,     5.17700
Fe,06/04/07 01:06           ,     3.21500
Fe,06/06/07 01:35           ,     4.28100
Fe,06/08/07 01:20           ,     3.45900
Fe,06/10/07 01:07           ,    -3.51600
Fe,06/22/07 01:50           ,    -3.58000
Fe,07/16/07 01:19           ,    -5.93200
Fe,07/20/07 02:38           ,    -5.51000
Fe,07/30/07 01:08           ,    -7.25900
Fe,09/04/07 01:51           ,     3.54200
Fe,09/27/07 01:51           ,     5.00200
Fe,10/09/07 02:25           ,     3.73900
Fe,10/27/07 03:49           ,     4.21300
Fe,11/14/07 04:52           ,    -3.78900
Fe,04/12/08 01:33           ,    -4.92800
Fe,04/18/08 01:50           ,    -3.47400
Fe,05/12/08 02:19           ,     3.29800
Fe,05/30/08 03:25           ,    12.32300
Fe,06/05/08 03:13           ,     6.39800
Fe,07/11/08 02:27           ,     3.16700
Fe,07/23/08 02:29           ,     5.10400
Fe,08/10/08 01:55           ,     3.80800
Fe,08/16/08 02:27           ,     3.96800
Ni,11/28/06 03:01           ,    -4.19600
Ni,11/30/06 03:08           ,    -5.09300
Ni,04/01/07 00:30           ,     3.58200
Ni,04/09/07 00:46           ,     4.70700
Ni,04/13/07 00:45           ,     4.03500
Ni,04/19/07 01:21           ,     6.02100
Ni,04/25/07 01:11           ,     5.10600
Ni,04/27/07 01:17           ,     7.40300
Ni,04/29/07 01:20           ,     6.24400
Ni,05/01/07 01:31           ,     3.17700
Ni,05/05/07 01:33           ,     5.02600
Ni,05/07/07 01:31           ,     6.26600
Ni,05/15/07 01:51           ,     3.72300
Ni,05/19/07 01:20           ,     5.42700
Ni,05/27/07 01:23           ,     7.40200
Ni,06/06/07 01:35           ,     7.44000
Ni,06/08/07 01:20           ,     3.24700
Ni,06/12/07 01:33           ,     5.79300
Ni,06/14/07 01:54           ,     3.70200
Ni,06/16/07 01:45           ,     4.85900
Ni,06/18/07 01:52           ,     4.15300
Ni,06/20/07 01:53           ,     6.43300
Ni,06/24/07 02:16           ,     3.64800
Ni,07/18/07 01:08           ,    -3.41800
Ni,07/20/07 02:38           ,    -3.10900
Ni,08/07/07 01:31           ,    -5.35400
Ni,08/15/07 01:30           ,    -4.25400
Ni,08/23/07 01:46           ,    -3.02200
Ni,10/21/07 03:11           ,    -3.21400
Ni,10/27/07 03:49           ,     3.29300
Ni,04/12/08 01:33           ,    -3.25300
Ni,04/30/08 02:40           ,     3.30600
Ni,05/18/08 02:14           ,     6.16000
Ni,05/24/08 02:16           ,     9.91600
Ni,06/11/08 02:45           ,     3.28300
Ni,06/23/08 02:27           ,     3.23100
Ni,07/05/08 02:15           ,     3.09800
Ni,07/11/08 02:27           ,     5.01000
Ni,07/17/08 02:54           ,     3.58700
Ni,08/10/08 01:55           ,    -6.26600
Ni,08/16/08 02:27           ,    -3.32900
Cu,11/16/06 04:08           ,     4.67300
Cu,11/28/06 03:01           ,    -3.05400
Cu,04/01/07 00:30           ,    21.26400
Cu,05/05/07 01:33           ,    -6.71200
Cu,05/07/07 01:31           ,    -4.81600
Cu,05/29/07 01:05           ,     7.67100
Cu,06/06/07 01:35           ,     5.38100
Cu,06/08/07 01:20           ,    11.36200
Cu,06/14/07 01:54           ,     3.92900
Cu,06/20/07 01:53           ,     3.08500
Cu,06/30/07 02:14           ,    -3.25600
Cu,07/20/07 02:38           ,     3.06700
Cu,07/30/07 01:08           ,    -3.83100
Cu,08/09/07 01:41           ,     8.13400
Cu,08/21/07 01:36           ,    11.91000
Cu,08/23/07 01:46           ,    -4.03700
Cu,08/25/07 01:15           ,    -3.47100
Cu,08/27/07 01:22           ,    -8.88700
Cu,08/29/07 02:02           ,    18.26100
Cu,08/31/07 02:13           ,     3.49300
Cu,09/04/07 01:51           ,     5.04000
Cu,10/03/07 02:00           ,    -3.28700
Cu,10/21/07 03:11           ,    -3.13000
Cu,11/02/07 04:36           ,    -3.18500
Cu,11/26/07 04:17           ,     7.00700
Cu,04/12/08 01:33           ,    -3.74900
Cu,04/24/08 02:36           ,    -3.80200
Cu,05/06/08 02:29           ,     6.16000
Cu,05/24/08 02:16           ,     3.57000
Cu,05/30/08 03:25           ,     4.95200
Cu,06/17/08 02:36           ,     3.05100
Cu,07/05/08 02:15           ,     4.70900
Cu,07/17/08 02:54           ,     3.60000
Zn,11/12/06 06:43           ,    -3.35700
Zn,11/18/06 04:01           ,     7.14000
Zn,11/22/06 03:22           ,     8.14900
Zn,11/28/06 03:01           ,    -4.06900
Zn,04/07/07 00:28           ,    10.92300
Zn,04/15/07 01:15           ,    10.97100
Zn,04/19/07 01:21           ,    17.04300
Zn,04/25/07 01:11           ,     6.56900
Zn,04/27/07 01:17           ,     7.99800
Zn,05/13/07 01:55           ,     4.50300
Zn,05/21/07 01:12           ,    32.99100
Zn,05/31/07 01:09           ,    15.04200
Zn,06/08/07 01:20           ,     3.97400
Zn,06/16/07 01:45           ,     3.44600
Zn,06/26/07 02:06           ,    -3.94700
Zn,06/30/07 02:14           ,    -5.68500
Zn,07/02/07 01:01           ,    -3.58400
Zn,07/04/07 01:09           ,    -3.15400
Zn,07/16/07 01:19           ,    -4.78600
Zn,07/18/07 01:08           ,     3.74500
Zn,07/24/07 01:19           ,    -4.03600
Zn,07/30/07 01:08           ,    22.45000
Zn,08/05/07 01:18           ,    -3.97600
Zn,08/21/07 01:36           ,     5.19700
Zn,08/23/07 01:46           ,    -3.27400
Zn,09/21/07 01:54           ,     3.39400
Zn,10/15/07 04:53           ,    -5.28000
Zn,10/27/07 03:49           ,     3.36500
Zn,11/26/07 04:17           ,    -4.89300
Zn,04/06/08 02:31           ,     3.20200
Zn,04/18/08 01:50           ,    24.96500
Zn,04/24/08 02:36           ,    -3.60800
Zn,04/30/08 02:40           ,     5.08600
Zn,05/12/08 02:19           ,    12.78300
Zn,06/23/08 02:27           ,     8.93700
Zn,07/11/08 02:27           ,    16.62000
Zn,07/17/08 02:29           ,    18.48100
Zn,07/17/08 02:54           ,     5.59200
Zn,07/29/08 02:43           ,    11.87400
Zn,08/04/08 02:22           ,    15.30100
