**** Analysis Summary ****

Time of run: ,06/30/15 14:29
Concentration file: ,E:\pmf\RFsH.csv
Uncertainty file: ,E:\pmf\RFsHunc.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,     10.0,  2.45000, 20.81250, 24.50500, 28.85250,115.18000, 100.00 %, 100.00 %
08/09/07 01:41,Br                       ,    17.87600
08/09/07 01:41,Pb                       ,     3.45700
08/09/07 01:41,BC                       ,    -9.66600
08/11/07 01:27,Si                       ,     3.35600
08/11/07 01:27,Pb                       ,    -3.18400
08/13/07 01:19,Si                       ,     3.80400
08/15/07 01:30,Ca                       ,     3.38700
08/15/07 01:30,Ni                       ,    -4.25400
08/15/07 01:30,Br                       ,    24.15600
08/17/07 01:38,S                        ,     7.04300
08/17/07 01:38,Ca                       ,    12.20600
08/17/07 01:38,Cr                       ,    -3.11500
08/17/07 01:38,BC                       ,   -13.90500
08/19/07 01:28,Na                       ,    -3.20400
08/19/07 01:28,S                        ,    13.73000
08/19/07 01:28,K                        ,    19.71900
08/19/07 01:28,Br                       ,    -8.40900
08/19/07 01:28,BC                       ,    -6.12700
08/21/07 01:36,Na                       ,    -4.98100
08/21/07 01:36,P                        ,    -6.29000
08/21/07 01:36,S                        ,    10.10500
08/21/07 01:36,Ca                       ,    -7.86100
08/21/07 01:36,Ti                       ,     4.64000
08/21/07 01:36,Cu                       ,    11.91000
08/21/07 01:36,Zn                       ,     5.19700
08/21/07 01:36,Br                       ,    27.42000
08/21/07 01:36,Pb                       ,     6.39400
08/21/07 01:36,BC                       ,    -3.40900
08/23/07 01:46,S                        ,    11.02000
08/23/07 01:46,Ca                       ,    12.04800
08/23/07 01:46,Ni                       ,    -3.02200
08/23/07 01:46,Cu                       ,    -4.03700
08/23/07 01:46,Zn                       ,    -3.27400
08/23/07 01:46,BC                       ,    -3.18000
08/25/07 01:15,S                        ,    10.30400
08/25/07 01:15,Ca                       ,    -3.44600
08/25/07 01:15,Cu                       ,    -3.47100
08/25/07 01:15,Br                       ,    32.64700
08/25/07 01:15,Pb                       ,     3.78100
08/27/07 01:22,Na                       ,     3.09100
08/27/07 01:22,S                        ,    12.65300
08/27/07 01:22,Ca                       ,    19.58500
08/27/07 01:22,Cu                       ,    -8.88700
08/27/07 01:22,Br                       ,    -8.00900
08/29/07 02:02,Al                       ,    -3.37000
08/29/07 02:02,Si                       ,    -3.24500
08/29/07 02:02,S                        ,    10.93600
08/29/07 02:02,Ca                       ,    17.14900
08/29/07 02:02,Cu                       ,    18.26100
08/29/07 02:02,Pb                       ,     7.66600
08/29/07 02:02,BC                       ,    -3.25100
08/31/07 02:13,Si                       ,    -5.77400
08/31/07 02:13,S                        ,     8.12600
08/31/07 02:13,Ca                       ,    16.98700
08/31/07 02:13,Ti                       ,     3.41800
08/31/07 02:13,Cu                       ,     3.49300
08/31/07 02:13,Pb                       ,     4.35700
09/04/07 01:51,S                        ,    -9.27800
09/04/07 01:51,Ti                       ,    -3.64900
09/04/07 01:51,Mn                       ,     3.40800
09/04/07 01:51,Fe                       ,     3.54200
09/04/07 01:51,Cu                       ,     5.04000
09/04/07 01:51,Br                       ,    19.80500
09/04/07 01:51,Pb                       ,     9.10200
09/04/07 01:51,BC                       ,    10.79700
09/15/07 01:22,K                        ,   -16.38800
09/15/07 01:22,Ca                       ,    16.12600
09/15/07 01:22,BC                       ,     5.92900
09/21/07 01:54,Al                       ,    -3.77500
09/21/07 01:54,K                        ,    -3.12000
09/21/07 01:54,Ca                       ,    13.43900
09/21/07 01:54,Zn                       ,     3.39400
09/21/07 01:54,Br                       ,   -18.31900
09/21/07 01:54,BC                       ,     3.35800
09/27/07 01:51,Al                       ,    -3.76100
09/27/07 01:51,S                        ,     9.28700
09/27/07 01:51,K                        ,    -3.69800
09/27/07 01:51,Ca                       ,    20.26100
09/27/07 01:51,Mn                       ,    -4.12700
09/27/07 01:51,Fe                       ,     5.00200
09/27/07 01:51,Br                       ,    -6.84600
09/27/07 01:51,BC                       ,     7.04400
10/03/07 02:00,Si                       ,    -3.14800
10/03/07 02:00,P                        ,     3.09200
10/03/07 02:00,S                        ,    15.27100
10/03/07 02:00,K                        ,    -6.22000
10/03/07 02:00,Ca                       ,    12.38000
10/03/07 02:00,Cu                       ,    -3.28700
10/03/07 02:00,Br                       ,     6.84400
10/09/07 02:25,Na                       ,    -3.04200
10/09/07 02:25,S                        ,   -16.89900
10/09/07 02:25,Cl                       ,     9.22500
10/09/07 02:25,Fe                       ,     3.73900
10/09/07 02:25,Br                       ,   -14.83900
10/09/07 02:25,BC                       ,     9.30100
10/15/07 04:53,Ca                       ,     5.74400
10/15/07 04:53,Mn                       ,    -5.82200
10/15/07 04:53,Zn                       ,    -5.28000
10/15/07 04:53,Br                       ,   -11.75600
10/15/07 04:53,BC                       ,     6.37000
10/21/07 03:11,S                        ,    10.37000
10/21/07 03:11,Ca                       ,     6.68000
10/21/07 03:11,Mn                       ,    -7.91600
10/21/07 03:11,Ni                       ,    -3.21400
10/21/07 03:11,Cu                       ,    -3.13000
10/21/07 03:11,Br                       ,    -4.37000
10/21/07 03:11,BC                       ,     3.22800
10/27/07 03:49,Si                       ,    -3.80900
10/27/07 03:49,S                        ,    -3.95300
10/27/07 03:49,Ca                       ,     9.67800
10/27/07 03:49,Fe                       ,     4.21300
10/27/07 03:49,Ni                       ,     3.29300
10/27/07 03:49,Zn                       ,     3.36500
11/02/07 04:36,Na                       ,    -3.92800
11/02/07 04:36,S                        ,    11.55100
11/02/07 04:36,K                        ,    -5.23500
11/02/07 04:36,Ca                       ,     3.49700
11/02/07 04:36,Mn                       ,    -6.15400
11/02/07 04:36,Cu                       ,    -3.18500
11/02/07 04:36,BC                       ,     6.32200
11/08/07 03:53,P                        ,     3.58500
11/08/07 03:53,S                        ,    20.79000
11/08/07 03:53,Mn                       ,    -3.36900
11/08/07 03:53,BC                       ,     3.18100
11/14/07 04:52,Si                       ,    14.69600
11/14/07 04:52,S                        ,    14.99700
11/14/07 04:52,K                        ,    -6.45300
11/14/07 04:52,Ca                       ,     3.78000
11/14/07 04:52,Ti                       ,    -3.22100
11/14/07 04:52,Fe                       ,    -3.78900
11/14/07 04:52,Br                       ,    25.83100
11/20/07 05:07,Si                       ,     4.87900
11/20/07 05:07,S                        ,    14.23900
11/20/07 05:07,V                        ,     3.23600
11/20/07 05:07,Mn                       ,    -3.28200
11/26/07 04:17,Al                       ,    -4.24800
11/26/07 04:17,S                        ,    10.25500
11/26/07 04:17,Ca                       ,     6.80300
11/26/07 04:17,Mn                       ,    -3.77100
11/26/07 04:17,Cu                       ,     7.00700
11/26/07 04:17,Zn                       ,    -4.89300
11/26/07 04:17,Br                       ,    -4.96200
04/06/08 02:31,Al                       ,     5.44000
04/06/08 02:31,Si                       ,    11.47800
04/06/08 02:31,S                        ,    -9.83500
04/06/08 02:31,Ca                       ,   -18.90500
04/06/08 02:31,Zn                       ,     3.20200
04/06/08 02:31,Pb                       ,     4.14400
04/06/08 02:31,BC                       ,     5.57500
04/12/08 01:33,Al                       ,     4.08100
04/12/08 01:33,Si                       ,    12.79200
04/12/08 01:33,S                        ,    -3.57700
04/12/08 01:33,K                        ,     9.25600
04/12/08 01:33,Mn                       ,    -3.06100
04/12/08 01:33,Fe                       ,    -4.92800
04/12/08 01:33,Ni                       ,    -3.25300
04/12/08 01:33,Cu                       ,    -3.74900
04/12/08 01:33,Br                       ,     4.54600
04/18/08 01:50,P                        ,    -5.57300
04/18/08 01:50,S                        ,    -8.22800
04/18/08 01:50,K                        ,    15.05900
04/18/08 01:50,Fe                       ,    -3.47400
04/18/08 01:50,Zn                       ,    24.96500
04/18/08 01:50,Br                       ,   -13.45200
04/18/08 01:50,Pb                       ,     5.05500
04/24/08 02:36,S                        ,    -7.63500
04/24/08 02:36,Cu                       ,    -3.80200
04/24/08 02:36,Zn                       ,    -3.60800
04/24/08 02:36,Br                       ,    17.18700
04/30/08 02:40,P                        ,    -3.07500
04/30/08 02:40,S                        ,   -30.45000
04/30/08 02:40,Ca                       ,    -4.20100
04/30/08 02:40,Ni                       ,     3.30600
04/30/08 02:40,Zn                       ,     5.08600
04/30/08 02:40,Br                       ,     6.64200
04/30/08 02:40,BC                       ,    10.19900
05/06/08 02:29,Al                       ,     3.37600
05/06/08 02:29,Si                       ,     4.11600
05/06/08 02:29,P                        ,    -4.11700
05/06/08 02:29,S                        ,    -3.90900
05/06/08 02:29,K                        ,     3.98300
05/06/08 02:29,Ca                       ,   -23.55700
05/06/08 02:29,Mn                       ,     3.96600
05/06/08 02:29,Cu                       ,     6.16000
05/06/08 02:29,Br                       ,   -10.23600
05/06/08 02:29,Pb                       ,     3.91800
05/12/08 02:19,Si                       ,    -3.37500
05/12/08 02:19,S                        ,    -9.07100
05/12/08 02:19,Fe                       ,     3.29800
05/12/08 02:19,Zn                       ,    12.78300
05/12/08 02:19,Br                       ,     9.78000
05/12/08 02:19,Pb                       ,     7.03700
05/12/08 02:19,BC                       ,     9.72400
05/18/08 02:14,P                        ,    -3.28900
05/18/08 02:14,S                        ,    -3.94200
05/18/08 02:14,Cr                       ,     3.29000
05/18/08 02:14,Ni                       ,     6.16000
05/18/08 02:14,Br                       ,    10.77500
05/18/08 02:14,Pb                       ,     7.90300
05/18/08 02:14,BC                       ,     8.72700
05/24/08 02:16,Cr                       ,     6.18700
05/24/08 02:16,Ni                       ,     9.91600
05/24/08 02:16,Cu                       ,     3.57000
05/24/08 02:16,Br                       ,     3.34000
05/24/08 02:16,Sr                       ,     3.02000
05/24/08 02:16,BC                       ,     3.12700
05/30/08 03:25,Al                       ,    -3.33300
05/30/08 03:25,Si                       ,    -4.20000
05/30/08 03:25,P                        ,    -3.67100
05/30/08 03:25,S                        ,    -7.62400
05/30/08 03:25,Ca                       ,     3.94200
05/30/08 03:25,Mn                       ,     4.69500
05/30/08 03:25,Fe                       ,    12.32300
05/30/08 03:25,Cu                       ,     4.95200
05/30/08 03:25,Br                       ,    -9.02300
05/30/08 03:25,BC                       ,     6.05300
06/05/08 03:13,Si                       ,    -4.90500
06/05/08 03:13,Fe                       ,     6.39800
06/05/08 03:13,Br                       ,    -9.36800
06/05/08 03:13,BC                       ,     3.44300
06/11/08 02:45,Si                       ,     3.14900
06/11/08 02:45,S                        ,     8.44600
06/11/08 02:45,Ca                       ,    -4.90600
06/11/08 02:45,Ni                       ,     3.28300
06/11/08 02:45,Br                       ,    -3.92500
06/11/08 02:45,BC                       ,     4.88800
06/17/08 02:36,Na                       ,    -3.21500
06/17/08 02:36,Si                       ,     4.84600
06/17/08 02:36,K                        ,     3.74500
06/17/08 02:36,Ca                       ,   -31.62000
06/17/08 02:36,Cu                       ,     3.05100
06/17/08 02:36,Br                       ,    -9.59000
06/23/08 02:27,P                        ,     7.51000
06/23/08 02:27,S                        ,    16.83100
06/23/08 02:27,Ni                       ,     3.23100
06/23/08 02:27,Zn                       ,     8.93700
06/23/08 02:27,Br                       ,     6.54400
06/23/08 02:27,BC                       ,   -10.18500
06/29/08 02:07,P                        ,     5.73200
06/29/08 02:07,S                        ,    16.56800
06/29/08 02:07,Br                       ,     6.88500
06/29/08 02:07,Pb                       ,    -3.52700
06/29/08 02:07,BC                       ,   -16.69900
07/05/08 02:15,P                        ,     4.06100
07/05/08 02:15,S                        ,    23.63200
07/05/08 02:15,Ni                       ,     3.09800
07/05/08 02:15,Cu                       ,     4.70900
07/05/08 02:15,Br                       ,    -3.78300
07/05/08 02:15,BC                       ,    -7.30300
07/11/08 02:27,Si                       ,    -5.41800
07/11/08 02:27,P                        ,    -3.51000
07/11/08 02:27,K                        ,   -13.78700
07/11/08 02:27,Ca                       ,    13.39700
07/11/08 02:27,Fe                       ,     3.16700
07/11/08 02:27,Ni                       ,     5.01000
07/11/08 02:27,Zn                       ,    16.62000
07/11/08 02:27,Br                       ,    11.86600
07/11/08 02:27,BC                       ,     9.40000
07/17/08 02:29,Si                       ,    -3.85200
07/17/08 02:29,S                        ,    13.02500
07/17/08 02:29,K                        ,    -8.16900
07/17/08 02:29,Ca                       ,    27.55200
07/17/08 02:29,Ti                       ,     7.25400
07/17/08 02:29,Mn                       ,    -4.55800
07/17/08 02:29,Zn                       ,    18.48100
07/17/08 02:29,Br                       ,     6.01400
07/17/08 02:54,S                        ,    15.90400
07/17/08 02:54,Ca                       ,    13.35900
07/17/08 02:54,Cr                       ,     3.32200
07/17/08 02:54,Ni                       ,     3.58700
07/17/08 02:54,Cu                       ,     3.60000
07/17/08 02:54,Zn                       ,     5.59200
07/17/08 02:54,Br                       ,     7.15700
07/17/08 02:54,BC                       ,    -4.92400
07/23/08 02:29,Si                       ,    -3.56600
07/23/08 02:29,Fe                       ,     5.10400
07/23/08 02:29,Br                       ,   -11.43000
07/29/08 02:43,Na                       ,     4.27400
07/29/08 02:43,Al                       ,     4.29500
07/29/08 02:43,S                        ,    19.65000
07/29/08 02:43,Zn                       ,    11.87400
07/29/08 02:43,Br                       ,    44.86300
07/29/08 02:43,BC                       ,   -10.53600
08/04/08 02:22,Na                       ,     3.91800
08/04/08 02:22,S                        ,    17.71300
08/04/08 02:22,Ca                       ,    12.27200
08/04/08 02:22,Mn                       ,    -3.42100
08/04/08 02:22,Zn                       ,    15.30100
08/04/08 02:22,Br                       ,    10.59800
08/04/08 02:22,Pb                       ,    -3.08200
08/04/08 02:22,BC                       ,    -5.54500
08/10/08 01:55,Na                       ,     6.50400
08/10/08 01:55,Al                       ,    -4.34300
08/10/08 01:55,Si                       ,    -4.80500
08/10/08 01:55,P                        ,     3.04700
08/10/08 01:55,S                        ,    20.42400
08/10/08 01:55,K                        ,     6.22800
08/10/08 01:55,Ca                       ,    23.68400
08/10/08 01:55,Mn                       ,    -7.04500
08/10/08 01:55,Fe                       ,     3.80800
08/10/08 01:55,Ni                       ,    -6.26600
08/10/08 01:55,Zn                       ,    -4.04100
08/10/08 01:55,Br                       ,    -5.93300
08/10/08 01:55,BC                       ,   -16.39100
08/16/08 02:27,Na                       ,     7.83600
08/16/08 02:27,Al                       ,    -4.20600
08/16/08 02:27,S                        ,    15.36800
08/16/08 02:27,K                        ,     3.61400
08/16/08 02:27,Ca                       ,    11.02900
08/16/08 02:27,Fe                       ,     3.96800
08/16/08 02:27,Ni                       ,    -3.32900
08/16/08 02:27,Zn                       ,    -7.38900
08/16/08 02:27,Br                       ,   -15.81500
08/16/08 02:27,Pb                       ,    -3.21600
08/16/08 02:27,BC                       ,    -5.68000
