**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 19

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Ti,  0.07959,  0.07959,  0.10513,  0.10533,  0.10624,  0.10878,  0.10364,  0.00745,  0.07188,  0.09361
V,  0.00113,  0.00113,  0.00161,  0.00161,  0.00163,  0.00168,  0.00158,  0.00013,  0.08019,  0.11258
Mn,  0.00842,  0.00842,  0.01422,  0.01427,  0.01437,  0.01485,  0.01387,  0.00156,  0.11271,  0.18565
Fe,  1.27705,  1.27705,  1.44443,  1.44615,  1.45300,  1.47350,  1.43573,  0.04954,  0.03450,  0.03879
Zn,  0.03129,  0.02253,  0.02281,  0.02287,  0.02292,  0.03129,  0.02358,  0.00235,  0.09952,  0.07499
Br,  0.02597,  0.02224,  0.02252,  0.02258,  0.02261,  0.02597,  0.02282,  0.00093,  0.04061,  0.03569
Pb,  0.00528,  0.00370,  0.00374,  0.00376,  0.00376,  0.00528,  0.00389,  0.00043,  0.11122,  0.08200

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.06867,  0.00242,  0.00750,  0.00844,  0.00932,  0.06867,  0.01375,  0.01886,  1.37135,  0.27466
Mg,  0.00000,  0.00000,  0.35713,  0.35969,  0.36280,  0.37936,  0.32619,  0.11175,  0.34260,  0.00000
Al,  1.42832,  1.42418,  2.80328,  2.81448,  2.82756,  2.89789,  2.68582,  0.43168,  0.16073,  0.30223
Si,  6.59424,  6.58732,  9.17251,  9.19321,  9.21674,  9.34544,  8.95142,  0.80896,  0.09037,  0.12268
P,  0.00788,  0.00000,  0.00000,  0.00000,  0.00000,  0.00791,  0.00079,  0.00243,  3.07794,  0.30850
S,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K,  0.59699,  0.59673,  0.69509,  0.69560,  0.69616,  0.70016,  0.68627,  0.03061,  0.04461,  0.05128
Ca,  4.09321,  3.68662,  3.69958,  3.70254,  3.70464,  4.09448,  3.73943,  0.12134,  0.03245,  0.02964
Ti,  0.33860,  0.33836,  0.37728,  0.37764,  0.37803,  0.38036,  0.37405,  0.01220,  0.03261,  0.03603
