**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 4

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Si,  0.00910,  0.00000,  0.27301,  0.68961,  1.05631, 11.43177,  1.18761,  2.44213,  2.05633,268.34215
P,  0.32803,  0.27767,  0.30819,  0.31139,  0.32003,  1.96758,  0.39311,  0.37089,  0.94350,  1.13066
S,  0.26564,  0.24382,  0.26078,  0.27668,  0.28498,  0.34141,  0.27706,  0.02170,  0.07831,  0.08167
Cl,  0.00000,  0.00000,  0.00683,  0.24397,  0.25808,  1.62585,  0.23218,  0.34770,  1.49754,6383175027648.92000
K,  0.09340,  0.06376,  0.12022,  0.14119,  0.17067,  0.81748,  0.17228,  0.15480,  0.89852,  1.65732
Ca,  0.00846,  0.00846,  0.04526,  0.18343,  0.27270,  3.14471,  0.31395,  0.67424,  2.14759, 79.74394
Ti,  0.10647,  0.09932,  0.10818,  0.12304,  0.12945,  0.38970,  0.13289,  0.06130,  0.46128,  0.57575
V,  0.10660,  0.00485,  0.09955,  0.10113,  0.10419,  0.10780,  0.09498,  0.02442,  0.25710,  0.22907
Mn,  0.11030,  0.05785,  0.10673,  0.10752,  0.10876,  0.11032,  0.10498,  0.01126,  0.10729,  0.10212
Fe,  0.04237,  0.00000,  0.07518,  0.24183,  0.32122,  3.53714,  0.37332,  0.75497,  2.02234, 17.82044
Zn,  0.11115,  0.01982,  0.10548,  0.10652,  0.10858,  0.11432,  0.10258,  0.01990,  0.19403,  0.17906
Br,  0.14195,  0.00768,  0.13047,  0.13400,  0.13656,  0.14432,  0.12712,  0.02901,  0.22821,  0.20437
Pb,  0.27989,  0.01376,  0.26097,  0.26494,  0.27040,  0.28339,  0.25180,  0.05867,  0.23302,  0.20963

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  1.04814,  5.55755, 16.81175, 38.78415, 10.13001, 11.64814,  1.14987,87506158201.78080
Mg,  1.00987,  0.61849,  0.83650,  0.99959,  1.30436,  1.74057,  1.08307,  0.30741,  0.28383,  0.30440
Al,  7.77778,  4.79829,  6.12498,  7.50185, 11.07224, 16.99465,  8.90401,  3.72568,  0.41843,  0.47902
Si, 17.44049, 13.08729, 15.77446, 17.18520, 22.60499, 32.02663, 19.67979,  5.54800,  0.28191,  0.31811
P,  0.06939,  0.00000,  0.00093,  0.03944,  0.09382,  0.20109,  0.05776,  0.05808,  1.00549,  0.83708
S,  0.75634,  0.11823,  0.41144,  0.67824,  1.41201,  2.52354,  0.94130,  0.71836,  0.76316,  0.94979
Cl,  5.61366,  1.99499,  3.98569,  5.97703, 11.23334, 21.30753,  8.17021,  5.63136,  0.68926,  1.00315
K,  1.46691,  0.25924,  0.84586,  1.42409,  2.11053,  3.21285,  1.56099,  0.84106,  0.53880,  0.57336
Ca,  4.19456,  3.48242,  3.86601,  4.19635,  5.14434,  6.68359,  4.58403,  0.92485,  0.20175,  0.22049
Ti,  0.46356,  0.23511,  0.41440,  0.47659,  0.49477,  0.53677,  0.44677,  0.08346,  0.18681,  0.18004
