"Sample    : cu-c15",
"195",
"216",
"219",
"286",
"324",
"374",
"421",
"559",
"729",
"763",
"987",
"1233",
"1432",
"1647",
"2044",
"2273",
"2659",
"2774",
"3240",
"3559",
"3879",
"3884",
"4132",
"4374",
"4375",
"4164",
"4259",
"4153",
"3939",
"3397",
"3395",
"3010",
"2752",
"2093",
"1980",
"1653",
"1417",
"1111",
"974",
"790",
"591",
"446",
"361",
"257",
"245",
"153",
"126",
"82",
"83",
"70",
"62",
"52",
"61",
"46",
"31",
"37",
"41",
"39",
"33",
"35",
"34",
"23",
"41",
"33",
"34",
"42",
"50",
"29",
"43",
"37",
"36",
"28",
"35",
"29",
"41",
"33",
"37",
"38",
"34",
"50",
"35",
"29",
"48",
"34",
"41",
"45",
"41",
"48",
"42",
"40",
"43",
"45",
"55",
"41",
"46",
"43",
"48",
"40",
"52",
"44",
"46",
"37",
"40",
"45",
"47",
"41",
"33",
"46",
"41",
"42",
"51",
"38",
"51",
"47",
"36",
"52",
"49",
"49",
"59",
"59",
"71",
"76",
"91",
"94",
"96",
"94",
"102",
"117",
"135",
"117",
"118",
"115",
"146",
"108",
"124",
"108",
"101",
"127",
"95",
"102",
"91",
"84",
"83",
"76",
"59",
"67",
"59",
"54",
"40",
"44",
"43",
"39",
"37",
"45",
"39",
"34",
"57",
"28",
"35",
"32",
"34",
"35",
"37",
"27",
"32",
"36",
"37",
"38",
"36",
"31",
"36",
"41",
"37",
"37",
"36",
"39",
"51",
"43",
"40",
"58",
"52",
"41",
"50",
"47",
"54",
"47",
"55",
"56",
"69",
"57",
"31",
"48",
"33",
"47",
"41",
"42",
"57",
"40",
"33",
"41",
"54",
"38",
"37",
"37",
"33",
"36",
"35",
"39",
"47",
"31",
"39",
"35",
"44",
"21",
"37",
"44",
"33",
"34",
"40",
"31",
"34",
"37",
"23",
"32",
"32",
"42",
"32",
"34",
"36",
"39",
"37",
"36",
"34",
"30",
"32",
"27",
"33",
"38",
"37",
"32",
"29",
"33",
"31",
"26",
"28",
"27",
"34",
"35",
"35",
"24",
"41",
"35",
"31",
"32",
"18",
"44",
"28",
"31",
"26",
"30",
"46",
"23",
"33",
"24",
"38",
"31",
"26",
"29",
"36",
"32",
"21",
"44",
"34",
"37",
"38",
"37",
"36",
"38",
"40",
"31",
"38",
"38",
"40",
"43",
"30",
"34",
"42",
"35",
"41",
"42",
"45",
"40",
"34",
"36",
"35",
"38",
"35",
"47",
"47",
"48",
"42",
"45",
"60",
"53",
"54",
"73",
"57",
"63",
"64",
"72",
"84",
"64",
"65",
"86",
"69",
"82",
"77",
"78",
"72",
"94",
"87",
"69",
"82",
"85",
"73",
"64",
"58",
"87",
"71",
"67",
"51",
"63",
"56",
"40",
"51",
"46",
"55",
"35",
"45",
"43",
"41",
"23",
"39",
"27",
"44",
"39",
"36",
"23",
"39",
"36",
"29",
"35",
"32",
"35",
"28",
"37",
"38",
"31",
"37",
"38",
"34",
"32",
"22",
"43",
"32",
"26",
"51",
"39",
"40",
"31",
"24",
"24",
"35",
"33",
"32",
"34",
"36",
"21",
"28",
"35",
"34",
"36",
"30",
"29",
"33",
"29",
"34",
"32",
"34",
"39",
"33",
"26",
"22",
"38",
"23",
"31",
"26",
"31",
"34",
"32",
"27",
"22",
"34",
"30",
"36",
"34",
"37",
"29",
"43",
"23",
"40",
"37",
"37",
"27",
"20",
"41",
"35",
"29",
"32",
"31",
"32",
"20",
"32",
"32",
"33",
"23",
"34",
"40",
"37",
"22",
"31",
"35",
"20",
"24",
"32",
"23",
"35",
"27",
"37",
"28",
"20",
"29",
"32",
"23",
"29",
"32",
"28",
"28",
"30",
"24",
"37",
"31",
"21",
"37",
"30",
"39",
"29",
"31",
"19",
"35",
"45",
"28",
"22",
"26",
"40",
"36",
"20",
"34",
"29",
"32",
"29",
"23",
"33",
"33",
"22",
"26",
"33",
"19",
"26",
"21",
"26",
"32",
"20",
"31",
"41",
"22",
"37",
"27",
"29",
"31",
"18",
"39",
"34",
"28",
"26",
"26",
"34",
"35",
"33",
"32",
"22",
"35",
"37",
"24",
"45",
"33",
"31",
"29",
"30",
"29",
"36",
"35",
"42",
"35",
"31",
"39",
"41",
"35",
"27",
"29",
"29",
"32",
"32",
"43",
"37",
"42",
"42",
"30",
"33",
"28",
"32",
"34",
"26",
"22",
"28",
"34",
"29",
"22",
"32",
"38",
"28",
"33",
"20",
"35",
"28",
"37",
"37",
"40",
"33",
"27",
"27",
"29",
"43",
"19",
"29",
"26",
"28",
"28",
"31",
"30",
"29",
"21",
"34",
"32",
"29",
"35",
"21",
"24",
"27",
"19",
"26",
"27",
"18",
"26",
"29",
"22",
"41",
"18",
"29",
"24",
"26",
"20",
"20",
"22",
"29",
"38",
"32",
"19",
"21",
"21",
"26",
"27",
"27",
"24",
"24",
"23",
"26",
"21",
"17",
"29",
"26",
"21",
"20",
"23",
"24",
"23",
"20",
"22",
"26",
"20",
"28",
"19",
"20",
"24",
"30",
"27",
"26",
"26",
"17",
"27",
"20",
"26",
"18",
"19",
"31",
"22",
"26",
"32",
"21",
"16",
"27",
"17",
"27",
"20",
"23",
"42",
"28",
"17",
"21",
"18",
"23",
"29",
"23",
"20",
"31",
"33",
"36",
"20",
"22",
"23",
"20",
"34",
"19",
"15",
"23",
"17",
"24",
"26",
"26",
"18",
"28",
"19",
"29",
"18",
"29",
"16",
"19",
"30",
"35",
"28",
"18",
"21",
"23",
"26",
"20",
"16",
"21",
"27",
"27",
"20",
"24",
"24",
"22",
"19",
"26",
"17",
"16",
"19",
"20",
"22",
"23",
"21",
"22",
"21",
"19",
"19",
"26",
"22",
"24",
"23",
"19",
"31",
"27",
"24",
"19",
"26",
"26",
"19",
"23",
"23",
"29",
"17",
"21",
"19",
"31",
"28",
"27",
"34",
"23",
"26",
"33",
"35",
"30",
"42",
"48",
"37",
"55",
"50",
"46",
"50",
"54",
"65",
"72",
"69",
"68",
"70",
"83",
"80",
"83",
"79",
"82",
"78",
"85",
"72",
"83",
"76",
"65",
"57",
"61",
"60",
"71",
"63",
"61",
"55",
"64",
"40",
"46",
"34",
"37",
"37",
"32",
"31",
"32",
"20",
"23",
"35",
"30",
"32",
"34",
"23",
"19",
"30",
"24",
"27",
"18",
"21",
"26",
"24",
"17",
"31",
"26",
"22",
"23",
"28",
"29",
"20",
"19",
"29",
"22",
"23",
"26",
"17",
"21",
"23",
"23",
"16",
"28",
"18",
"17",
"29",
"29",
"21",
"24",
"19",
"22",
"17",
"21",
"21",
"28",
"29",
"29",
"19",
"31",
"30",
"35",
"36",
"32",
"24",
"29",
"24",
"40",
"31",
"31",
"49",
"43",
"28",
"38",
"44",
"46",
"41",
"35",
"35",
"35",
"38",
"27",
"38",
"32",
"36",
"34",
"35",
"41",
"24",
"28",
"29",
"27",
"20",
"33",
"30",
"31",
"18",
"36",
"28",
"30",
"28",
"30",
"31",
"41",
"16",
"32",
"34",
"39",
"37",
"38",
"44",
"60",
"40",
"44",
"40",
"49",
"45",
"62",
"76",
"65",
"47",
"57",
"70",
"49",
"63",
"54",
"64",
"66",
"59",
"44",
"57",
"44",
"56",
"56",
"43",
"48",
"41",
"53",
"40",
"41",
"31",
"35",
"32",
"30",
"30",
"30",
"18",
"23",
"29",
"27",
"31",
"20",
"28",
"22",
"15",
"21",
"32",
"19",
"27",
"21",
"20",
"26",
"30",
"20",
"22",
"26",
"22",
"17",
"18",
"31",
"20",
"17",
"16",
"27",
"26",
"20",
"24",
"30",
"15",
"24",
"21",
"28",
"30",
"19",
"15",
"28",
"30",
"19",
"26",
"16",
"20",
"23",
"18",
"22",
"29",
"18",
"23",
"31",
"14",
"21",
"18",
"26",
"20",
"19",
"28",
"22",
"21",
"31",
"18",
"17",
"19",
"30",
"26",
"17",
"24",
"24",
"21",
"30",
"26",
"21",
"29",
"24",
"32",
"24",
"19",
"24",
"33",
"27",
"28",
"24",
"38",
"31",
"22",
"27",
"37",
"30",
"32",
"37",
"32",
"29",
"31",
"33",
"48",
"33",
"33",
"41",
"42",
"37",
"44",
"36",
"40",
"33",
"51",
"47",
"55",
"48",
"60",
"72",
"51",
"45",
"44",
"53",
"65",
"59",
"48",
"71",
"81",
"65",
"73",
"72",
"89",
"65",
"67",
"103",
"98",
"83",
"89",
"87",
"111",
"110",
"88",
"116",
"98",
"96",
"111",
"100",
"108",
"128",
"134",
"114",
"103",
"123",
"110",
"123",
"142",
"144",
"98",
"138",
"156",
"120",
"116",
"147",
"141",
"119",
"140",
"115",
"134",
"119",
"120",
"109",
"134",
"120",
"98",
"124",
"105",
"128",
"105",
"119",
"109",
"106",
"81",
"101",
"85",
"86",
"84",
"84",
"72",
"87",
"73",
"65",
"65",
"83",
"65",
"63",
"61",
"62",
"55",
"64",
"53",
"49",
"50",
"38",
"59",
"72",
"46",
"49",
"48",
"49",
"52",
"33",
"44",
"39",
"32",
"29",
"31",
"36",
"30",
"37",
"48",
"32",
"36",
"45",
"44",
"39",
"35",
"42",
"43",
"45",
"52",
"47",
"62",
"63",
"64",
"67",
"67",
"53",
"65",
"57",
"65",
"71",
"77",
"72",
"77",
"79",
"91",
"79",
"79",
"98",
"88",
"87",
"87",
"79",
"65",
"90",
"87",
"88",
"65",
"72",
"67",
"64",
"58",
"58",
"57",
"51",
"32",
"50",
"46",
"38",
"31",
"46",
"26",
"38",
"22",
"36",
"26",
"29",
"30",
"18",
"16",
"26",
"16",
"15",
"18",
"12",
"17",
"19",
"19",
"13",
"20",
"9751",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Cu, S , Cl, Ca, Hg, Mo, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CuLa         0.95     0.083",
"                      S Ka         2.31     0.086",
"                      ClKa         2.64     0.013",
"                      CaKa         3.68     0.013",
"                      CuKaESC      6.28     0.051",
"                      CuKa         8.03    20.792",
"                      CuKb         8.88     2.770",
"                      HgLa         9.96     0.062",
"                      HgLb1       11.84     0.039",
"                      CuKaSUM     16.06     0.047",
"                      MoKa        17.44     0.031",
"                      RhKaC       19.16     0.083",
"                      RhKa        20.05     0.054",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
