**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 3

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Si, 11.64395,  0.00000,  7.52853,  8.42157,  8.57068, 11.64751,  7.90856,  3.00030,  0.37937,  0.25767
P,  0.00000,  0.00000,  0.00000,  5.04631,  5.14657, 21.36808,  3.88096,  4.82903,  1.24429,  0.00000
S,  9.67229,  1.68005,  3.07395,  6.11628,  6.18631, 18.84764,  6.23404,  3.89182,  0.62429,  0.40237
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 19.92460,  0.99623,  4.45528,  4.47214,  0.00000
K, 32.34065, 18.73747, 21.32550, 24.42342, 24.57567, 35.89592, 25.06637,  4.66894,  0.18626,  0.14437
Ca,  0.00000,  0.00000,  5.96562,  8.35047,  8.51444, 14.77781,  7.17008,  3.68519,  0.51397,  0.00000
Ti,  9.95023,  4.29073,  8.34867,  9.66841,  9.82005,  9.95058,  9.00079,  1.52341,  0.16925,  0.15310
V, 24.68642, 20.14878, 23.61222, 23.68640, 23.86286, 34.67521, 23.69191,  3.01851,  0.12741,  0.12227
Mn, 22.01877, 11.19995, 15.79349, 17.50707, 17.64651, 22.01877, 17.44480,  2.48559,  0.14248,  0.11289
Fe, 11.18359,  7.49305, 10.12728, 11.65356, 11.75426, 11.89379, 11.02781,  1.09818,  0.09958,  0.09820
Zn, 40.39451, 27.73207, 31.28550, 31.99869, 32.16390, 46.83453, 33.11641,  5.01320,  0.15138,  0.12411
Br, 31.12683,  0.00000,  9.30682, 10.91551, 10.96001, 31.16538, 13.00226,  8.18174,  0.62926,  0.26285
Pb, 41.85035, 30.91276, 35.34984, 35.40423, 36.97843, 53.83105, 36.50981,  5.24477,  0.14365,  0.12532
BC, 59.40090, 44.47304, 49.74170, 49.80180, 50.62835, 71.42926, 51.33215,  6.53032,  0.12722,  0.10994

Percent of Total Variable

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.03930,  0.04228,  0.04830,  0.02319,  0.02159,  0.93134,  0.00000
Mg,  0.00000,  0.00000,  0.00000,  0.78980,  0.79096,  0.80283,  0.50825,  0.38367,  0.75487,  0.00000
Al,  0.18173,  0.11790,  0.18087,  5.30855,  5.31520,  5.57662,  3.49387,  2.52344,  0.72225, 13.88557
Si,  0.00000,  0.00000,  0.00000, 11.39479, 11.40967, 11.92418,  7.37037,  5.55864,  0.75419,  0.00000
P,  0.09225,  0.00000,  0.08821,  0.08841,  0.09223,  0.17880,  0.09803,  0.04853,  0.49509,  0.52610
S,  2.32928,  0.00000,  2.14802,  2.15435,  2.32900,  4.76471,  2.52169,  1.27074,  0.50393,  0.54555
Cl,  0.11473,  0.00000,  0.14671,  2.83306,  2.84067,  2.84512,  1.62768,  1.37579,  0.84525, 11.99172
K,  3.54363,  2.06044,  2.25633,  2.25767,  3.54356,  4.31388,  2.85527,  0.88128,  0.30865,  0.24870
Ca,  2.05627,  0.00000,  2.37559,  4.18234,  4.19206,  4.19972,  3.28339,  1.36049,  0.41436,  0.66163
Ti,  0.09035,  0.09017,  0.13332,  0.41629,  0.41713,  0.41793,  0.29438,  0.14488,  0.49216,  1.60360
V,  0.01020,  0.00299,  0.01046,  0.01128,  0.01129,  0.01253,  0.01052,  0.00265,  0.25180,  0.25973
Mn,  0.02062,  0.01922,  0.02061,  0.05717,  0.05726,  0.05733,  0.04338,  0.01793,  0.41320,  0.86929
Fe,  1.32125,  1.31910,  1.84288,  4.09484,  4.10368,  4.11125,  3.02395,  1.23947,  0.40988,  0.93810
Zn,  0.11972,  0.03150,  0.05740,  0.05752,  0.11537,  0.11979,  0.07681,  0.03091,  0.40237,  0.25817
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.10573,  0.00781,  0.02566,  3.28453,  0.00000
Pb,  0.08501,  0.00797,  0.04999,  0.05011,  0.08181,  0.08503,  0.05812,  0.02181,  0.37531,  0.25661
BC, 21.45700,  4.63254,  8.34489,  8.36663, 18.26466, 21.46256, 12.03064,  5.87499,  0.48834,  0.27380

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
