**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 18

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  2.57866,  0.88160,  1.68634,  4.14286,  7.20317, 11.96032,  4.77050,  3.22684,  0.67642,  1.25136
Na,  9.74883,  0.00000,  3.68399,  8.02139, 11.58461, 17.20123,  7.65067,  5.32115,  0.69551,  0.54582
Mg,  6.07575,  1.63294,  2.30643,  3.88696,  8.18819, 14.10236,  5.35965,  3.77764,  0.70483,  0.62176
Al,  3.87253,  1.04467,  2.07297,  2.42421,  6.44434, 11.99033,  4.03690,  3.22199,  0.79814,  0.83201
Si,  3.99585,  0.74411,  1.76047,  2.37880,  6.82969, 12.05833,  4.03689,  3.44256,  0.85277,  0.86153
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00489,  6.66284,  1.00092,  2.26349,  2.26141,  0.00000
S, 12.11142,  8.23289,  9.56586, 11.63194, 14.41130, 19.88365, 12.36020,  3.36817,  0.27250,  0.27810
Cl,  3.79670,  0.13516,  2.38899,  4.33820,  6.92176, 12.47659,  4.65410,  3.20857,  0.68941,  0.84509
K,  5.43813,  3.36707,  4.16241,  8.39759,  9.40592, 15.71436,  7.92068,  3.45220,  0.43585,  0.63481
Ca,  3.07090,  1.33085,  1.83397,  3.31117,  7.12597, 12.14515,  4.52009,  3.14778,  0.69640,  1.02503
Ti,  2.17876,  0.54494,  0.91194,  1.97427,  6.01762, 10.22559,  3.29171,  3.09703,  0.94086,  1.42147
V,  3.72570,  1.90809,  2.49986,  4.23818,  7.25759, 12.30181,  5.19080,  2.96377,  0.57097,  0.79549
Mn,  1.62286,  0.01932,  0.26297,  1.25899,  5.66897,  9.64787,  2.70534,  3.22115,  1.19066,  1.98486
Fe,  2.11796,  0.46457,  1.01403,  2.08993,  6.19785, 10.44053,  3.42379,  3.14196,  0.91769,  1.48348
Zn,  0.96638,  0.00000,  0.24485,  6.66367,  9.32504, 13.67247,  5.97367,  4.64160,  0.77701,  4.80309
Br, 75.47591, 55.81810, 62.94379, 67.08998, 75.44230, 86.59145, 69.09771,  8.85047,  0.12809,  0.11726
Pb,  8.09749,  5.41395,  6.73544, 11.11347, 14.60004, 19.93624, 11.41920,  4.49428,  0.39357,  0.55502
BC,  9.78701,  4.77249,  7.39610,  9.54423, 12.15332, 17.16518,  9.85316,  3.33545,  0.33852,  0.34080

Percent of Total Variable

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 12.59782,  1.75624,  4.29756,  2.44702,  0.00000
Mg,  1.25969,  0.40265,  0.82100,  1.25039,  1.25533,  1.42232,  0.99803,  0.33490,  0.33556,  0.26586
Al,  7.16528,  3.28216,  4.99924,  7.05975,  7.10980,  7.18324,  5.85612,  1.52531,  0.26046,  0.21287
Si, 18.92509,  8.58603, 13.16685, 18.75148, 18.82108, 19.26037, 15.48728,  4.08997,  0.26409,  0.21611
P,  0.02136,  0.00332,  0.01108,  0.01528,  0.01810,  0.02190,  0.01459,  0.00496,  0.33998,  0.23232
S,  0.19857,  0.06780,  0.12128,  0.13206,  0.15888,  0.20209,  0.13439,  0.03597,  0.26768,  0.18116
Cl,  0.49819,  0.00575,  0.37251,  0.45171,  0.53023,  0.55975,  0.41238,  0.16099,  0.39039,  0.32315
K,  1.11387,  1.04350,  1.09329,  1.21053,  1.39375,  1.60129,  1.24840,  0.17393,  0.13932,  0.15615
Ca,  2.30912,  1.64898,  2.01095,  2.28280,  2.32510,  2.34253,  2.12105,  0.24755,  0.11671,  0.10721
Ti,  0.44764,  0.29789,  0.36212,  0.42819,  0.44699,  0.44764,  0.39955,  0.05270,  0.13190,  0.11773
V,  0.00646,  0.00502,  0.00571,  0.00617,  0.00646,  0.00646,  0.00603,  0.00048,  0.07936,  0.07409
Mn,  0.07995,  0.05123,  0.06351,  0.07744,  0.07965,  0.07997,  0.07067,  0.01025,  0.14501,  0.12818
Fe,  3.88288,  2.75418,  3.23903,  3.77080,  3.88048,  3.88936,  3.51770,  0.41032,  0.11664,  0.10567
Zn,  0.00000,  0.00000,  0.00000,  0.00481,  0.02563,  0.04599,  0.01315,  0.01470,  1.11810,2993082.28192
Br,  0.00136,  0.00000,  0.00173,  0.00582,  0.00679,  0.00899,  0.00469,  0.00297,  0.63282,  2.18306
Pb,  0.00134,  0.00101,  0.00136,  0.00246,  0.00914,  0.01494,  0.00526,  0.00443,  0.84336,  3.30314
BC,  0.75952,  0.00000,  0.22340,  0.37762,  0.61558,  0.76528,  0.38823,  0.24894,  0.64121,  0.32776

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
