GHA938,19,,
GHA939,99.3,,
GHA940,16.2,,
GHA941,9.6,,
GHA942,19.7,,
GHA943,8.5,,
GHA944,28.4,,
GHA945,16.4,,
GHA946,24.2,,
GHA947,22.4,,
GHA948,32.1,,
GHA949,26.7,,
GHA950,18.6,,
GHA951,11.6,,
GHA952,23.6,,
GHA953,23.3,,
GHA954,25.9,,
GHA955,20.2,,
GHA956,10.7,,
GHA957,27.1,,
GHA958,5.1,,
GHA959,21.3,,
GHA960,97.4,,
GHA961,6.5,,
GHA962,16,,
GHA963,21.9,,
GHA964,15.5,,
GHA965,7.7,,
GHA966,20.6,,
GHA967,100.2,,
GHA968,25.4,,
GHA969,11.8,,
GHA970,20,dedo encostado,
GHA971,13.4,,
GHA972,8.3,,
GHA973,6.5,,
GHA974,27.3,,
GHA975,9.8,,
GHA976,10.7,,
GHA977,26.9,,
GHA978,100.5,,
GHA979,10.1,,
GHA980,11,,
GHA981,28.6,,
GHA982,10.4,,
GHA983,16.8,,
GHA984,22.6,,
GHA985,10.9,,
GHA986,14.3,,
GHA987,26.3,,
GHA988,11.1,,
GHA989,11.6,,
GHA990,4.6,,
GHA991,13.5,,
GHA992,16.1,,
GHA993,7.2,,
GHA994,14.1,furinho,
GHA995,26.4,,
GHA996,21.7,,
GHA997,20.4,,
GHA998,7.8,,
GHA999,6.1,,
