**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 5

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Pb,  0.01926,  0.01008,  0.01237,  0.01925,  0.02273,  0.02481,  0.01832,  0.00534,  0.29166,  0.27746
BC,  3.24074,  0.00000,  0.80294,  3.23825,  4.49587,  5.25091,  2.91506,  1.89526,  0.65016,  0.58482

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.36571,  0.21451,  0.25570,  0.36538,  0.40283,  0.42032,  0.34416,  0.07795,  0.22648,  0.21314
Mg,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Al,  0.99407,  0.93285,  0.95436,  0.99418,  1.09507,  1.13366,  1.01112,  0.07425,  0.07343,  0.07469
Si,  2.03879,  1.91039,  1.95594,  2.03919,  2.25401,  2.33671,  2.07653,  0.15742,  0.07581,  0.07721
P,  0.03321,  0.02370,  0.02623,  0.03318,  0.03533,  0.03645,  0.03157,  0.00472,  0.14960,  0.14222
S,  1.22996,  0.80387,  0.92317,  1.22851,  1.32759,  1.38007,  1.16023,  0.21348,  0.18400,  0.17357
Cl,  0.01494,  0.01297,  0.01397,  0.01499,  0.01885,  0.09524,  0.02374,  0.02451,  1.03212,  1.63980
K,  2.70260,  2.51297,  2.56618,  2.70201,  2.74725,  2.77130,  2.67211,  0.09546,  0.03573,  0.03532
Ca,  0.54417,  0.53535,  0.53760,  0.54411,  0.55216,  0.55509,  0.54407,  0.00723,  0.01328,  0.01328
Ti,  0.07231,  0.06784,  0.06943,  0.07232,  0.07976,  0.08261,  0.07361,  0.00545,  0.07403,  0.07536
V,  0.00494,  0.00491,  0.00492,  0.00494,  0.00500,  0.00503,  0.00496,  0.00004,  0.00877,  0.00879
Mn,  0.02922,  0.02834,  0.02865,  0.02923,  0.03087,  0.03151,  0.02956,  0.00118,  0.03976,  0.04022
Fe,  0.89743,  0.85365,  0.86901,  0.89764,  0.97197,  1.00055,  0.91077,  0.05428,  0.05960,  0.06048
Zn,  0.10076,  0.09815,  0.09888,  0.10076,  0.10145,  0.10182,  0.10040,  0.00136,  0.01352,  0.01347
Br,  0.01857,  0.00010,  0.00533,  0.01852,  0.02279,  0.02506,  0.01559,  0.00926,  0.59420,  0.49877
Pb,  0.05455,  0.05398,  0.05414,  0.05455,  0.05480,  0.05486,  0.05451,  0.00033,  0.00599,  0.00599
BC, 14.45242, 14.33748, 14.37596, 14.45469, 14.73818, 14.84363, 14.52406,  0.19046,  0.01311,  0.01318

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
