**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 1

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Ti, 55.09654, 44.19521, 45.53580, 49.79899, 55.52189, 61.16601, 51.12044,  5.81813,  0.11381,  0.10560
V, 48.48116, 33.57020, 36.95277, 38.40490, 48.26822, 52.46617, 41.73950,  6.58749,  0.15782,  0.13588
Mn, 64.89593, 45.41364, 47.56747, 51.38799, 64.85138, 71.21974, 55.31806,  9.41139,  0.17013,  0.14502
Fe, 54.26324, 42.21885, 44.28175, 47.68354, 54.43498, 59.98096, 49.54960,  6.07717,  0.12265,  0.11199
Zn, 10.45534,  0.00000,  0.07874,  2.98580,  9.40952, 11.34570,  4.22760,  4.26310,  1.00840,  0.40774
Br, 28.82912, 17.92566, 20.28174, 22.66530, 28.72925, 31.74707, 24.46087,  4.92326,  0.20127,  0.17077
Pb, 28.95199, 28.77840, 31.37417, 32.60785, 34.53097, 38.63497, 32.99808,  2.53479,  0.07682,  0.08755

Percent of Total Variable

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  2.87356,  1.05295,  2.50746,  6.96003, 52.96107, 66.11344, 23.69023, 24.95104,  1.05322,  8.68297
Mg,  0.96870,  0.61854,  0.74880,  0.90707,  3.47132,  4.31508,  1.87913,  1.39129,  0.74039,  1.43624
Al, 12.79057,  6.07868,  6.82365, 11.97825, 27.14701, 33.53894, 15.67315, 10.18407,  0.64978,  0.79622
Si, 23.28393, 13.62959, 14.69832, 22.06522, 43.95627, 53.35222, 27.42631, 14.69019,  0.53562,  0.63092
P,  0.13965,  0.02251,  0.03175,  0.07272,  0.13876,  0.17910,  0.08643,  0.05266,  0.60928,  0.37710
S,  0.65867,  0.12101,  0.23853,  0.57341,  3.00496,  3.95745,  1.40912,  1.41209,  1.00211,  2.14384
Cl, 13.22665,  4.75124,  5.65893, 12.12676, 45.19966, 56.77276, 22.50178, 19.84105,  0.88175,  1.50008
