**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 10

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
BC,  0.00000,  0.00000,  0.00000,  0.22115,  0.26194,  0.26220,  0.15676,  0.12116,  0.77293,  0.00000

Factor 6,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  6.36110,  2.82630,  3.18448,  4.85705,  6.05760,  6.36670,  4.50315,  1.37077,  0.30440,  0.21549
Na,  0.16436,  0.15775,  0.15778,  0.16425,  0.16881,  0.17032,  0.16297,  0.00504,  0.03096,  0.03069
Mg,  0.01913,  0.01131,  0.01169,  0.01910,  0.03374,  0.03572,  0.02032,  0.00995,  0.48938,  0.51995
Al,  0.00869,  0.00640,  0.00642,  0.00868,  0.01743,  0.02561,  0.01185,  0.00615,  0.51863,  0.70682
Si,  0.05311,  0.00000,  0.00000,  0.05297,  0.06474,  0.08790,  0.03484,  0.03345,  0.96017,  0.62993
P,  0.00000,  0.00000,  0.00032,  0.00218,  0.00228,  0.00229,  0.00152,  0.00097,  0.63754,  0.00000
S,  0.14650,  0.09368,  0.13555,  0.14645,  0.15085,  0.17656,  0.14380,  0.01837,  0.12772,  0.12537
Cl,  0.27170,  0.27167,  0.29849,  0.37814,  0.38586,  0.39347,  0.35507,  0.04952,  0.13946,  0.18225
K,  0.22640,  0.05392,  0.09780,  0.16126,  0.21379,  0.22668,  0.14745,  0.05839,  0.39599,  0.25790
Ca,  0.00000,  0.00000,  0.00000,  0.00000,  0.06340,  0.07160,  0.02922,  0.03320,  1.13635,  0.00000
Ti,  0.00000,  0.00000,  0.00002,  0.00024,  0.00266,  0.00336,  0.00129,  0.00140,  1.08008,  0.00000
V,  0.00028,  0.00020,  0.00020,  0.00023,  0.00027,  0.00028,  0.00023,  0.00003,  0.13553,  0.11241
Mn,  0.00169,  0.00000,  0.00000,  0.00138,  0.00162,  0.00169,  0.00085,  0.00079,  0.93665,  0.46859
Fe,  0.00000,  0.00000,  0.00000,  0.00000,  0.02313,  0.03599,  0.01154,  0.01350,  1.16941,  0.00000
Zn,  0.00763,  0.00295,  0.00392,  0.00395,  0.00671,  0.00763,  0.00476,  0.00172,  0.36187,  0.22582
Br,  0.00430,  0.00059,  0.00288,  0.00289,  0.00395,  0.00432,  0.00302,  0.00102,  0.33967,  0.23839
Pb,  0.00399,  0.00175,  0.00175,  0.00278,  0.00374,  0.00400,  0.00266,  0.00094,  0.35185,  0.23483
BC,  0.52049,  0.15966,  0.15989,  0.52009,  0.75786,  0.78807,  0.45099,  0.25726,  0.57043,  0.49426

Percent of Species Sum

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  1.40028,  0.68470,  1.38933,  3.24966,  4.70611,  4.71030,  3.07925,  1.52689,  0.49586,  1.09042
Na, 10.80116,  7.90045, 10.72273, 13.98466, 16.54864, 16.55505, 13.55303,  2.96493,  0.21877,  0.27450
Mg,  3.07025,  0.00000,  0.00000,  1.62770,  3.06388,  3.81036,  1.58028,  1.40897,  0.89160,  0.45891
Al,  0.85814,  0.56924,  0.81668,  0.85015,  1.12360,  2.01499,  0.95479,  0.32337,  0.33868,  0.37682
Si,  0.68528,  0.09443,  0.15856,  0.55863,  0.75923,  1.73815,  0.52499,  0.43422,  0.82710,  0.63364
P,  0.00000,  0.00000,  0.04245,  5.27764,  8.17516,  8.19029,  4.61074,  3.40148,  0.73773,  0.00000
S,  6.61423,  4.63154,  6.60127, 11.96607, 14.07071, 14.08563, 10.68272,  3.45766,  0.32367,  0.52276
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K,  3.95768,  2.22566,  3.92468,  7.08433,  8.88362,  8.88949,  6.49013,  2.43746,  0.37556,  0.61588
Ca,  1.22122,  1.20069,  1.37671,  3.12600,  4.42115,  4.42490,  2.99526,  1.29292,  0.43165,  1.05871
Ti,  0.60258,  0.59506,  0.64127,  1.31866,  1.36811,  1.92094,  1.10799,  0.38789,  0.35009,  0.64372
V,  0.28990,  0.11485,  0.28998,  2.14966,  3.61765,  3.62044,  2.03186,  1.43774,  0.70760,  4.95938
Mn,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Fe,  0.00000,  0.00000,  0.12730,  0.96369,  1.34911,  1.35198,  0.79858,  0.55771,  0.69838,  0.00000
Zn,  5.27565,  2.05212,  5.23482, 11.23380, 14.88123, 14.89139, 10.20308,  4.66695,  0.45741,  0.88462
Br, 69.18556, 63.67769, 68.61370, 76.34344, 77.44512, 77.51952, 73.53865,  4.85203,  0.06598,  0.07013
Pb,  9.51758,  5.61487,  9.44368, 14.36510, 17.28177, 17.29975, 13.43445,  4.02892,  0.29989,  0.42331
BC,  2.04822,  0.00000,  2.01331,  3.67174,  7.31198,  7.33470,  4.35355,  2.75274,  0.63230,  1.34397

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  9.98326,  9.90669,  9.95531, 10.09183, 14.72893, 18.49573, 11.87785,  2.66390,  0.22427,  0.26684
Na,  0.47291,  0.00000,  0.00000,  0.00000,  0.00000,  2.94947,  0.22330,  0.66785,  2.99081,  1.41221
Mg,  6.33904,  6.28898,  6.40022,  6.86414, 12.11321, 12.12292,  8.69846,  2.65701,  0.30546,  0.41915
Al,  7.77711,  5.56169,  6.58491,  7.73925,  8.75605, 12.18337,  7.83742,  1.59311,  0.20327,  0.20485
Si,  7.54560,  6.83885,  7.57329,  7.58400,  8.68598, 11.73357,  8.20936,  1.15363,  0.14053,  0.15289
P, 58.61576, 27.79567, 45.20088, 57.15133, 59.61147, 68.08374, 52.59766, 10.80683,  0.20546,  0.18437
S, 53.37433, 40.40524, 47.40928, 53.15675, 54.27205, 61.57550, 51.67191,  5.55886,  0.10758,  0.10415
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K, 18.84084, 18.80277, 19.88815, 21.02995, 24.99871, 29.06916, 22.44605,  3.12060,  0.13903,  0.16563
Ca, 10.62961,  0.00000,  0.00000, 10.60591, 10.90118, 17.47273,  6.57100,  6.10555,  0.92917,  0.57439
Ti,  7.80824,  3.88749,  4.08551,  7.77046,  8.71162, 13.06013,  6.85502,  2.73156,  0.39848,  0.34983
V,  7.45566,  4.91201,  4.93488,  7.41240, 11.36325, 15.67005,  7.90663,  3.21343,  0.40642,  0.43101
Mn,  4.55172,  4.44220,  5.63276,  8.57276,  8.73072, 10.20108,  7.70355,  1.88008,  0.24405,  0.41305
Fe,  7.99572,  3.09250,  3.62706,  7.95409,  9.12675, 13.71399,  6.78308,  3.15367,  0.46493,  0.39442
Zn,  6.27654,  4.03001,  4.08067,  6.29740, 16.75050, 22.77722,  9.81269,  6.30292,  0.64232,  1.00420
Br,  0.26594,  0.00000,  0.00000,  0.00000,  0.19946,  1.15318,  0.20368,  0.40793,  2.00280,  1.53389
Pb,  0.00000,  0.00000,  0.87560,  3.57208,  9.43482, 12.10044,  4.95108,  4.01110,  0.81015,  0.00000
BC,  4.82061,  0.00000,  4.74725, 13.51942, 14.95011, 15.05016, 10.02316,  5.54508,  0.55323,  1.15029

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 20.86866, 14.83717, 15.88474, 15.90479, 20.84675, 21.22392, 17.75795,  2.46687,  0.13892,  0.11821
Na, 20.77004, 14.91986, 16.50047, 18.09987, 20.81372, 26.95881, 18.88001,  2.94718,  0.15610,  0.14190
Mg,  0.36608,  0.00000,  0.00000,  0.08894,  2.98501,  4.27756,  1.14246,  1.67984,  1.47036,  4.58871
Al,  5.03666,  0.46643,  0.46783,  3.81079,  4.94142,  5.65118,  3.02013,  2.15967,  0.71509,  0.42879
Si,  4.21820,  0.00000,  0.00000,  3.24034,  4.21692,  5.20399,  2.51002,  2.06334,  0.82204,  0.48915
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
S,  5.84440,  4.35964,  5.13950,  6.58282,  8.03985, 18.67823,  7.39368,  3.37514,  0.45649,  0.57750
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K, 22.81527, 16.52538, 18.08029, 18.90399, 22.84059, 30.28602, 20.37476,  3.67983,  0.18061,  0.16129
Ca,  7.66306,  0.00000,  0.32766,  4.57846,  7.02274,  7.76632,  3.56905,  3.22975,  0.90493,  0.42147
Ti,  5.89058,  0.40585,  0.41045,  4.09361,  5.68532,  6.02991,  3.22679,  2.47894,  0.76824,  0.42083
V, 19.14122, 11.83407, 12.71300, 14.20542, 18.62485, 19.26994, 15.14560,  2.71171,  0.17904,  0.14167
Mn, 14.54590, 10.72088, 10.73619, 12.36424, 14.26154, 14.71372, 12.60194,  1.60280,  0.12719,  0.11019
Fe,  8.45539,  2.51999,  2.52543,  6.05808,  8.06084,  8.59189,  5.33487,  2.58708,  0.48494,  0.30597
Zn, 40.84923, 20.98648, 25.44026, 26.48668, 40.94328, 45.63518, 31.24791,  8.40110,  0.26885,  0.20566
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 17.37842,  1.68236,  5.18132,  3.07979,  0.00000
Pb, 45.44974, 32.41751, 34.95225, 38.24320, 45.52003, 49.74078, 39.74842,  5.75869,  0.14488,  0.12670
BC, 61.20040, 53.38530, 57.93228, 61.26831, 65.79572, 65.87938, 60.79070,  4.63462,  0.07624,  0.07573

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  9.14351,  6.32732,  9.14562, 19.34431, 26.82865, 26.84411, 18.18766,  7.94327,  0.43674,  0.86873
