"Sample    : Cr_34673_8p",
"61",
"75",
"63",
"67",
"57",
"72",
"60",
"55",
"66",
"48",
"71",
"67",
"80",
"77",
"50",
"78",
"67",
"82",
"55",
"54",
"69",
"66",
"58",
"63",
"67",
"76",
"48",
"69",
"60",
"68",
"48",
"54",
"63",
"61",
"65",
"67",
"48",
"81",
"72",
"71",
"71",
"102",
"77",
"89",
"102",
"104",
"93",
"99",
"126",
"104",
"101",
"111",
"122",
"116",
"107",
"111",
"89",
"112",
"86",
"115",
"94",
"74",
"76",
"79",
"88",
"77",
"57",
"70",
"74",
"86",
"67",
"69",
"71",
"69",
"41",
"76",
"57",
"74",
"65",
"60",
"55",
"72",
"60",
"52",
"78",
"79",
"72",
"73",
"76",
"89",
"68",
"69",
"62",
"68",
"61",
"69",
"90",
"68",
"82",
"72",
"84",
"83",
"77",
"83",
"79",
"80",
"74",
"94",
"69",
"79",
"77",
"64",
"75",
"63",
"75",
"60",
"68",
"68",
"69",
"63",
"75",
"64",
"76",
"61",
"57",
"65",
"62",
"67",
"61",
"54",
"57",
"66",
"54",
"63",
"58",
"56",
"60",
"77",
"67",
"58",
"55",
"76",
"65",
"59",
"58",
"75",
"75",
"60",
"59",
"62",
"50",
"53",
"56",
"67",
"72",
"60",
"60",
"69",
"52",
"59",
"60",
"58",
"57",
"67",
"48",
"53",
"58",
"64",
"80",
"58",
"61",
"46",
"63",
"61",
"63",
"68",
"61",
"70",
"42",
"42",
"69",
"67",
"51",
"54",
"56",
"55",
"74",
"58",
"53",
"64",
"64",
"56",
"53",
"48",
"52",
"65",
"66",
"55",
"68",
"63",
"42",
"68",
"60",
"63",
"71",
"42",
"60",
"55",
"70",
"64",
"68",
"64",
"62",
"53",
"56",
"44",
"69",
"59",
"42",
"60",
"47",
"54",
"61",
"50",
"60",
"67",
"60",
"62",
"52",
"59",
"55",
"67",
"70",
"61",
"60",
"50",
"61",
"53",
"47",
"44",
"59",
"53",
"59",
"60",
"59",
"59",
"57",
"68",
"63",
"50",
"48",
"53",
"63",
"60",
"40",
"45",
"68",
"47",
"54",
"47",
"47",
"53",
"68",
"58",
"53",
"65",
"46",
"61",
"50",
"45",
"50",
"59",
"51",
"40",
"62",
"62",
"57",
"62",
"52",
"55",
"55",
"64",
"40",
"50",
"48",
"67",
"51",
"46",
"54",
"50",
"61",
"54",
"59",
"51",
"48",
"56",
"60",
"58",
"61",
"59",
"39",
"68",
"58",
"50",
"51",
"58",
"54",
"62",
"62",
"43",
"47",
"48",
"63",
"55",
"61",
"51",
"51",
"65",
"66",
"63",
"52",
"50",
"58",
"55",
"66",
"52",
"32",
"68",
"62",
"46",
"53",
"48",
"72",
"41",
"61",
"50",
"65",
"59",
"47",
"58",
"48",
"63",
"47",
"54",
"51",
"57",
"51",
"51",
"64",
"59",
"61",
"47",
"53",
"57",
"46",
"59",
"63",
"44",
"52",
"54",
"66",
"60",
"41",
"50",
"47",
"60",
"47",
"44",
"53",
"56",
"44",
"52",
"48",
"43",
"40",
"53",
"45",
"55",
"35",
"43",
"36",
"46",
"50",
"36",
"55",
"40",
"55",
"58",
"46",
"65",
"51",
"58",
"38",
"59",
"41",
"46",
"30",
"52",
"27",
"56",
"52",
"40",
"39",
"52",
"50",
"44",
"45",
"51",
"68",
"45",
"47",
"58",
"50",
"50",
"59",
"36",
"46",
"53",
"39",
"46",
"57",
"57",
"51",
"52",
"57",
"50",
"39",
"53",
"51",
"54",
"41",
"41",
"52",
"38",
"41",
"44",
"36",
"51",
"34",
"43",
"43",
"50",
"36",
"45",
"50",
"40",
"44",
"43",
"41",
"46",
"37",
"38",
"44",
"40",
"41",
"44",
"58",
"35",
"56",
"55",
"35",
"45",
"46",
"33",
"33",
"43",
"48",
"45",
"54",
"40",
"40",
"55",
"42",
"44",
"35",
"45",
"43",
"41",
"45",
"47",
"50",
"42",
"38",
"41",
"42",
"44",
"40",
"39",
"39",
"47",
"35",
"44",
"47",
"64",
"55",
"63",
"41",
"51",
"42",
"33",
"48",
"58",
"47",
"47",
"62",
"56",
"47",
"35",
"45",
"44",
"46",
"50",
"40",
"44",
"53",
"48",
"47",
"37",
"47",
"41",
"41",
"55",
"48",
"44",
"48",
"47",
"32",
"52",
"38",
"51",
"51",
"24",
"56",
"36",
"34",
"45",
"43",
"46",
"54",
"32",
"52",
"47",
"50",
"40",
"36",
"38",
"47",
"44",
"46",
"44",
"54",
"48",
"57",
"46",
"36",
"33",
"31",
"39",
"44",
"43",
"48",
"43",
"43",
"41",
"47",
"51",
"40",
"33",
"54",
"41",
"34",
"37",
"45",
"59",
"41",
"34",
"46",
"42",
"35",
"46",
"46",
"50",
"25",
"51",
"40",
"41",
"42",
"41",
"56",
"40",
"43",
"42",
"43",
"32",
"41",
"47",
"44",
"43",
"44",
"43",
"30",
"45",
"31",
"43",
"41",
"45",
"39",
"33",
"45",
"46",
"47",
"47",
"53",
"47",
"42",
"57",
"37",
"44",
"48",
"44",
"48",
"38",
"43",
"40",
"44",
"50",
"44",
"47",
"38",
"43",
"40",
"42",
"51",
"47",
"31",
"40",
"47",
"43",
"36",
"32",
"56",
"34",
"25",
"57",
"31",
"34",
"40",
"47",
"39",
"45",
"42",
"30",
"41",
"36",
"40",
"38",
"38",
"36",
"43",
"52",
"50",
"39",
"43",
"33",
"43",
"43",
"32",
"47",
"36",
"45",
"32",
"45",
"40",
"47",
"36",
"43",
"35",
"43",
"33",
"34",
"57",
"43",
"44",
"40",
"48",
"52",
"38",
"42",
"39",
"55",
"40",
"34",
"51",
"42",
"39",
"46",
"54",
"32",
"46",
"39",
"40",
"35",
"23",
"44",
"34",
"38",
"26",
"41",
"40",
"40",
"35",
"34",
"43",
"45",
"37",
"34",
"32",
"48",
"38",
"42",
"33",
"39",
"41",
"43",
"39",
"35",
"48",
"27",
"35",
"35",
"35",
"35",
"36",
"38",
"35",
"39",
"40",
"37",
"46",
"36",
"39",
"39",
"36",
"31",
"43",
"33",
"37",
"43",
"45",
"34",
"38",
"33",
"42",
"40",
"37",
"47",
"48",
"47",
"52",
"38",
"50",
"28",
"37",
"35",
"47",
"59",
"37",
"32",
"35",
"42",
"35",
"36",
"33",
"47",
"46",
"36",
"47",
"30",
"52",
"40",
"41",
"61",
"43",
"38",
"42",
"46",
"35",
"46",
"45",
"40",
"40",
"55",
"48",
"44",
"47",
"44",
"48",
"44",
"47",
"52",
"55",
"30",
"44",
"50",
"44",
"47",
"54",
"48",
"57",
"59",
"61",
"36",
"55",
"47",
"66",
"55",
"56",
"50",
"34",
"57",
"57",
"59",
"55",
"47",
"73",
"63",
"66",
"69",
"54",
"60",
"61",
"79",
"64",
"83",
"76",
"75",
"69",
"90",
"89",
"85",
"76",
"86",
"92",
"92",
"108",
"106",
"105",
"103",
"104",
"125",
"115",
"114",
"131",
"139",
"134",
"155",
"137",
"164",
"146",
"164",
"164",
"159",
"171",
"181",
"180",
"180",
"195",
"194",
"218",
"202",
"233",
"225",
"235",
"239",
"226",
"214",
"258",
"241",
"233",
"283",
"279",
"276",
"248",
"265",
"253",
"257",
"227",
"261",
"298",
"264",
"266",
"273",
"255",
"281",
"256",
"253",
"271",
"257",
"218",
"226",
"249",
"227",
"211",
"224",
"212",
"224",
"187",
"174",
"175",
"209",
"206",
"157",
"184",
"166",
"158",
"167",
"155",
"152",
"122",
"139",
"138",
"141",
"110",
"103",
"114",
"88",
"91",
"87",
"89",
"86",
"96",
"89",
"86",
"78",
"66",
"71",
"78",
"59",
"51",
"68",
"55",
"55",
"50",
"58",
"54",
"65",
"55",
"64",
"63",
"45",
"58",
"65",
"84",
"61",
"54",
"77",
"58",
"79",
"67",
"83",
"69",
"82",
"83",
"78",
"105",
"108",
"128",
"111",
"113",
"118",
"118",
"110",
"105",
"118",
"116",
"125",
"134",
"126",
"122",
"137",
"114",
"119",
"124",
"109",
"142",
"124",
"86",
"94",
"94",
"93",
"112",
"92",
"88",
"77",
"71",
"70",
"66",
"83",
"60",
"64",
"61",
"55",
"54",
"45",
"42",
"37",
"37",
"33",
"34",
"34",
"34",
"30",
"38",
"35",
"40",
"18688",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Cr, Rh, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         1.98     0.016",
"                      CaKa         3.68     0.241",
"                      CaKb         4.02     0.023",
"                      CrKa         5.40     9.781",
"                      CrKb         5.94     1.243",
"                      CrKaSUM     10.84     0.020",
"                      RhKaC       19.12     0.082",
"                      RuKa        19.32     0.064",
"                      RhKa        20.13     0.031",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
