**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 10

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  7.97109,  2.76554,  7.81849,  8.09630,  8.64463,  9.05741,  7.37532,  1.99444,  0.27042,  0.25021
Al,  5.35929,  5.15075,  5.15759,  5.55779,  6.42947,  7.07382,  5.76493,  0.68041,  0.11803,  0.12696
Si, 29.07776, 17.85632, 28.76548, 29.33887, 30.47181, 31.35185, 27.78026,  4.28721,  0.15433,  0.14744
P,  0.02169,  0.00000,  0.00000,  0.04285,  0.13631,  0.20447,  0.06461,  0.07270,  1.12509,  3.35202
S, 17.52379,  4.76905, 16.93319, 18.03297, 20.27379, 21.93597, 16.50731,  5.27509,  0.31956,  0.30102
Cl, 20.74251,  5.77078, 19.84273, 21.51398, 24.92325, 27.39557, 19.92103,  6.55824,  0.32921,  0.31617
K, 22.02192,  6.61407, 21.35067, 22.59420, 25.11824, 26.99822, 20.70349,  6.28855,  0.30374,  0.28556
Ca,  2.81119,  2.71404,  2.74279,  3.12553,  3.35634,  3.61143,  3.10695,  0.29433,  0.09473,  0.10470
Ti,  0.32412,  0.32335,  0.32391,  0.32826,  0.33425,  0.43519,  0.34544,  0.03717,  0.10759,  0.11467
V,  0.01149,  0.00847,  0.01136,  0.01161,  0.01211,  0.01250,  0.01125,  0.00124,  0.11053,  0.10816
Mn,  0.25512,  0.12501,  0.25377,  0.25595,  0.25948,  0.26261,  0.23525,  0.04624,  0.19656,  0.18125
Fe,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  2.95113,  0.49250,  1.02302,  2.07718,  0.00000
Zn,  0.28869,  0.08349,  0.26809,  0.30734,  0.38963,  0.45002,  0.29525,  0.10977,  0.37178,  0.38024
Br,  0.49101,  0.13450,  0.47540,  0.50394,  0.56168,  0.60442,  0.45996,  0.14508,  0.31543,  0.29548
Pb,  0.18927,  0.05584,  0.18146,  0.19606,  0.22612,  0.24829,  0.18188,  0.05838,  0.32098,  0.30845

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  5.46430,  4.48609,  4.74185,  4.79502,  5.42461,  7.23090,  5.08869,  0.63851,  0.12548,  0.11685
Mg,  0.43835,  0.37877,  0.38539,  0.43025,  0.45585,  0.50324,  0.42365,  0.03811,  0.08997,  0.08695
Al,  2.18121,  1.10074,  2.35293,  2.71345,  2.76650,  2.88451,  2.51426,  0.42331,  0.16836,  0.19407
Si,  5.60014,  3.31404,  5.59426,  6.39079,  6.57619,  6.81226,  6.05907,  0.82995,  0.13698,  0.14820
P,  0.00876,  0.00000,  0.01847,  0.02481,  0.02674,  0.02979,  0.02161,  0.00831,  0.38458,  0.94825
S,  0.35993,  0.20096,  0.26815,  0.37622,  0.44463,  0.67992,  0.37520,  0.11713,  0.31217,  0.32542
Cl, 11.74117,  9.73192, 10.40456, 10.59247, 11.73581, 15.58563, 11.11774,  1.32896,  0.11953,  0.11319
K,  0.00000,  0.00000,  0.00000,  0.00031,  0.20453,  0.25318,  0.07905,  0.10356,  1.31003,  0.00000
Ca,  3.36958,  3.21714,  3.43259,  3.49127,  3.50872,  3.52173,  3.45922,  0.07712,  0.02229,  0.02289
Ti,  0.21966,  0.13090,  0.22570,  0.25601,  0.25854,  0.27172,  0.24078,  0.03269,  0.13578,  0.14884
V,  0.00294,  0.00157,  0.00297,  0.00347,  0.00354,  0.00369,  0.00324,  0.00050,  0.15423,  0.17030
Mn,  0.02291,  0.01090,  0.02300,  0.02512,  0.02667,  0.02904,  0.02398,  0.00422,  0.17584,  0.18406
Fe,  2.64853,  2.06015,  2.74738,  2.91205,  2.95591,  3.03583,  2.81823,  0.22629,  0.08029,  0.08544
